X,Y,FID,geocode,uploadadd,shmeio
23.7540998540013,37.8601947371144,"138","149",ΠΛΑΤΕΙΑ ΕΣΠΕΡΙΔΩΝ (ΑΥΤΟΜΑΤΟ ΜΗΧ/ΜΑ),ΑΜΕΚ ΤΡΑΜ
23.7523921566462,37.8496449027616,"139","150",ΑΣΚΛΗΠΙΕΙΟ ΒΟΥΛΑΣ (ΑΥΤΟΜΑΤΟ ΜΗΧ/ΜΑ),ΑΜΕΚ ΤΡΑΜ
23.6640069158417,37.9437697008585,"140","151",ΣΤΑΔΙΟ ΕΙΡΗΝΗΣ-ΦΙΛΙΑΣ ΣΕΦ (ΑΥΤΟΜΑΤΟ ΜΗΧ/ΜΑ),ΑΜΕΚ ΤΡΑΜ
23.7352684707003,37.9745096013021,"141","152",ΣΥΝΤΑΓΜΑ (ΑΥΤΟΜΑΤΟ ΜΗΧ/ΜΑ),ΑΜΕΚ ΤΡΑΜ
23.7330199875442,38.0823602772269,"142","153",ΑΡΧΑΙΟΥ ΘΕΤΡΑΟΥ 2-6   (ΠΛ. ΚΑΡΑΒΟΥ ),ΕΚΔΟΤΗΡΙΟ ΟΣΥ
23.6562975740734,37.9481419670134,"143","154",ΛΑΜΠΡΑΚΗ (ΑΥΤΟΜΑΤΟ ΜΗΧΑΝΗΜΑ),ΑΜΕΚ ΤΡΑΜ
23.653621492842,37.9450576053793,"144","155",ΕΥΑΓΓΕΛΙΣΤΡΙΑ (ΑΥΤΟΜΑΤΟ ΜΗΧΑΝΗΜΑ),ΑΜΕΚ ΤΡΑΜ
23.6509508015023,37.9419554032242,"145","156",ΔΕΛΛΗΓΙΑΝΝΗ (ΑΥΤΟΜΑΤΟ ΜΗΧΑΝΗΜΑ),ΑΜΕΚ ΤΡΑΜ
23.6452204483049,37.9449024629612,"146","157",ΑΓΙΑ ΤΡΙΑΔΑ (ΑΥΤΟΜΑΤΟ ΜΗΧΑΝΗΜΑ),ΑΜΕΚ ΤΡΑΜ
23.6473278959614,37.9473577835303,"147","158",ΠΛΑΤΕΙΑ ΙΠΠΟΔΑΜΕΙΑΣ (ΑΥΤΟΜΑΤΟ ΜΗΧΑΝΗΜΑ),ΑΜΕΚ ΤΡΑΜ
23.651139447712,37.9483976926087,"148","159",34ου ΣΥΝΤΑΓΜΑΤΟΣ ΠΕΖΙΚΟΥ (ΑΥΤΟΜΑΤΟ ΜΗΧΑΝΗΜΑ),ΑΜΕΚ ΤΡΑΜ
23.6430222708047,37.944896795652,"149","160",ΑΚΤΗ ΠΟΣΕΙΔΩΝΟΣ (ΑΥΤΟΜΑΤΟ ΜΗΧΑΝΗΜΑ),ΑΜΕΚ ΤΡΑΜ
23.7494870050174,38.0068483484515,"150","60001001","ΑΝΘΕΙΑΣ & ΚΡΙΣΣΗΣ,ΑΘΗΝΑ 11364",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7174234375813,37.9559713002876,"151","60001002","ΕΥΡΥΔΑΜΑΝΤΟΣ 28,ΑΘΗΝΑ 11745",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7448400200526,37.9625660496589,"152","60001003","ΦΙΛΟΛΑΟΥ 142,ΑΘΗΝΑ 11632",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7279822354308,37.9640172258231,"153","60001004","ΗΡΑΚΛΕΟΥΣ 11,ΑΘΗΝΑ 11743",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6584310728732,37.9865829001647,"154","60001005","ΛΕΩΦΟΡΟΣ ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 91,ΑΓΙΑ ΒΑΡΒΑΡΑ 12351",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7956136982263,38.0053647511179,"155","60001006","ΛΕΩΦΟΡΟΣ ΜΕΣΟΓΕΙΩΝ 242,ΧΟΛΑΡΓΟΣ 15561",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7958733113434,38.0055310910536,"156","60001007","ΛΕΩΦΟΡΟΣ ΜΕΣΟΓΕΙΩΝ 244,ΧΟΛΑΡΓΟΣ 15561",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.723841001971,38.0314372901961,"157","60001009","ΣΟΦΟΚΛΗ ΒΕΝΙΖΕΛΟΥ 154, ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ 135 62",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7368468106545,38.015854753712,"158","60001010","ΛΕΩΦΟΡΟΣ ΓΑΛΑΤΣΙΟΥ 12 (ΕΝΑΝΤΙ),ΓΑΛΑΤΣΙ 11141",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6451476847669,37.9451652839426,"159","60001012","ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ 3,ΠΕΙΡΑΙΑΣ 18531",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6502402341126,37.9413248871154,"160","60001013","ΛΕΩΦΟΡΟΣ ΒΑΣΙΛΕΩΣ ΓΕΩΡΓΙΟΥ Β & ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ,ΠΕΙΡΑΙΑΣ 18531",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6739629441356,37.9613131565892,"161","60001014","ΛΕΩΦΟΡΟΣ ΦΛΕΜΙΝΓΚ & ΚΑΜΠΑΝΗ,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ 18233",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6527447371247,37.9445241691166,"162","60001015","ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ 68,ΠΕΙΡΑΙΑΣ 18532",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7571756855341,37.9265940665552,"163","60001017","ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΙΟΥ & ΠΑΤΡΩΝ,ΗΛΙΟΥΠΟΛΗ 16342",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.8115911338697,38.0727948942553,"164","60001018","ΠΛΑΤΕΙΑ ΠΛΑΤΑΝΟΥ,ΚΗΦΙΣΙΑ 14561",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7619915537723,37.9776430011945,"165","60001019","ΟΥΛΩΦ ΠΑΛΜΕ 19,ΖΩΓΡΑΦΟΥ 15771",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.9826258723896,37.9638139637342,"166","60001020","ΑΓΙΑΣ ΚΥΡΙΑΚΗΣ & ΘΕΣΣΑΛΙΑΣ,ΣΠΑΤΑ 19004",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.700769570529,37.949563676701,"167","60001021","ΔΗΜΟΣΘΕΝΟΥΣ 185,ΚΑΛΛΙΘΕΑ 17673",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7707007204518,37.9476177621798,"168","60001022","ΛΕΩΦΟΡΟΣ ΚΑΡΕΑ 74,ΒΥΡΩΝΑΣ 16233",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6490571528834,37.9455357820045,"169","60001024","ΛΕΩΦΟΡΟΣ ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 2,ΠΕΙΡΑΙΑΣ 18531",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
24.0083895547382,37.9734601479785,"170","60001025","ΛΕΩΦΟΡΟΣ ΑΡΤΕΜΙΔΟΣ 30,ΑΡΤΕΜΙΔΑ 19016",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7500754015285,38.0371981681434,"171","60001026","ΛΕΩΦΟΡΟΣ ΗΡΑΚΛΕΙΟΥ ΗΣΑΠ ΠΕΥΚΑΚΙΑ,ΝΕΑ ΙΩΝΙΑ 14341",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7551356115239,38.0160387630303,"172","60001029","ΜΕΣΣΗΝΙΑΣ 3,ΓΑΛΑΤΣΙ 11147",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7588564334307,37.9465466725675,"173","60001030","ΠΑΡΝΗΘΟΣ 4,ΗΛΙΟΥΠΟΛΗ 16344",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6605043845489,37.9678528954981,"174","60001031","ΚΡΗΝΗΣ 70,ΝΙΚΑΙΑ 18454",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6454477220718,37.9415260861019,"175","60001032","ΛΕΩΦΟΡΟΣ ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ 54,ΠΕΙΡΑΙΑΣ 18535",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6497937714163,37.9409628692421,"176","60001033","ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ 140,ΠΕΙΡΑΙΑΣ 18535",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6219729470672,37.9688032834114,"177","60001034","ΠΑΝΑΓΗ ΤΣΑΛΔΑΡΗ 89,ΚΕΡΑΤΣΙΝΙ 18757",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6407351600913,37.9756610085371,"178","60001035","ΠΛΑΤΕΙΑ ΔΗΜΟΚΡΑΤΙΑΣ 10,ΝΙΚΑΙΑ 18451",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6461546962004,37.9461393427242,"179","60001036","ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ 10,ΠΕΙΡΑΙΑΣ 18531",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7712406079376,37.9920931474808,"180","60001037","ΓΕΡΑΣΙΜΟΥ ΚΟΥΠΑ 14,ΑΘΗΝΑ 11526",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7606719286199,37.9849112657451,"181","60001038","ΛΕΩΦΟΡΟΣ ΜΕΣΟΓΕΙΩΝ 4,ΑΘΗΝΑ 11527",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6476378147345,37.9425419908813,"182","60001039","ΛΕΩΦΟΡΟΣ ΒΑΣΙΛΕΩΣ ΓΕΩΡΓΙΟΥ Α' 10,ΠΕΙΡΑΙΑΣ 18535",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7441923347328,37.9897738390345,"183","60001040","ΛΕΩΦΟΡΟΣ ΑΛΕΞΑΝΔΡΑΣ 69,ΑΘΗΝΑ 11474",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7102000843817,37.9565351104082,"184","60001041","ΑΓΙΩΝ ΠΑΝΤΩΝ 38,ΚΑΛΛΙΘΕΑ 17671",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7860313690906,38.0058899593318,"185","60001042","25ης ΜΑΡΤΙΟΥ 34,ΦΙΛΟΘΕΗ 15237",
23.7579868642357,38.1304100872009,"186","60001043","ΠΛΑΤΕΙΑ ΑΡΙΣΤΟΤΕΛΟΥΣ,ΑΧΑΡΝΕΣ 13676",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7615199382481,37.895585297897,"187","60001044","Γ. ΓΕΝΝΗΜΑΤΑ 19,ΓΛΥΦΑΔΑ 16652",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6510343448237,37.970920720438,"188","60001045","ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 10,ΝΙΚΑΙΑ 18453",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7783678414018,37.9739268095748,"189","60001046","ΓΡΗΓΟΡΙΟΥ ΚΟΥΣΙΔΗ 55,ΖΩΓΡΑΦΟΥ 15772",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7966773035227,38.0601360045178,"190","60001048","ΛΕΩΦΟΡΟΣ ΕΙΡΗΝΗΣ 8,ΠΕΥΚΗ 15121",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7283523413279,38.003898819878,"191","60001049","ΑΧΑΡΝΩΝ 207,ΑΘΗΝΑ 10446",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7297779676838,37.9360942286258,"192","60001050","ΛΕΩΦΟΡΟΣ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ 161,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ 17343",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7610016103292,38.06339588332,"193","60001051","ΓΚΙΝΟΣΑΤΗ 69,ΜΕΤΑΜΟΡΦΩΣΗ 14451",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7550350002121,37.8617160186736,"194","60001052","ΑΡΤΕΜΙΔΟΣ 1,ΓΛΥΦΑΔΑ 16674",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.8519641176839,38.007040166335,"195","60001053","ΗΦΑΙΣΤΟΥ 52,ΓΛΥΚΑ ΝΕΡΑ 15354",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6738910789128,38.0382077963519,"196","60001054","ΠΕΡΙΚΛΕΟΥΣ & ΚΑΤΣΑΝΤΩΝΗ,ΠΕΤΡΟΥΠΟΛΗ 13231",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6779137347551,38.0350331160912,"197","60001055","ΠΕΡΙΚΛΕΟΥΣ 84,ΠΕΤΡΟΥΠΟΛΗ 13231",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6792118003407,38.0369979388911,"198","60001057","ΠΙΝΔΟΥ 54,ΠΕΤΡΟΥΠΟΛΗ 13132",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6244073814871,37.9468640340804,"199","60001059","ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ 191,ΔΡΑΠΕΤΣΩΝΑ 186 48",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7539731915463,38.0223889246062,"200","60001060","ΠΑΠΑΦΛΕΣΣΑ 73,ΓΑΛΑΤΣΙ 11146",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7218898611739,37.9630391546533,"201","60001061","ΓΕΩΡΓΙΟΥ ΟΛΥΜΠΙΟΥ 9,ΑΘΗΝΑ 11741",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7066553322705,37.9533852263085,"202","60001062","ΜΑΤΖΑΓΡΙΩΤΑΚΗ 57,ΚΑΛΛΙΘΕΑ 17675",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7563833714535,37.9830979843335,"203","60001063","ΔΩΡΙΛΑΙΟΥ & ΔΗΜΗΤΡΙΟΥ ΣΟΥΤΣΟΥ,ΑΘΗΝΑ 11521",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7477218154841,37.9727017280388,"204","60001064","ΣΠΥΡΟΥ ΜΕΡΚΟΥΡΗ 19,ΑΘΗΝΑ 11634",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.717204248652,37.910084899027,"205","60001065","ΘΟΥΚΥΔΙΔΟΥ 83,ΑΛΙΜΟΣ 17455",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7542013636284,38.0151208350272,"206","60001066","ΛΕΩΦΟΡΟΣ ΒΕΙΚΟΥ 18,ΓΑΛΑΤΣΙ 11147",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7545328419683,37.8923732526225,"207","60001067","ΛΕΩΦΟΡΟΣ ΙΑΣΩΝΙΔΟΥ 55,ΕΛΛΗΝΙΚΟ 16777",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7498202799878,38.0488381171209,"208","60001068","ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 146  (ΕΝΑΝΤΙ),ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ 14342",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.855727160409,37.9577300052402,"209","60001070","ΙΩΑΝΝΗ ΜΕΤΑΞΑ 26,ΠΑΙΑΝΙΑ 19002",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7722036019222,38.0684802687421,"210","60001072","ΓΕΩΡΓΙΟΥ ΠΑΠΑΝΔΡΕΟΥ & ΝΙΚΗΦΟΡΙΔΗ,ΜΕΤΑΜΟΡΦΩΣΗ 14452",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.5442857429812,38.0443289441918,"211","60001073","ΙΕΡΑ ΟΔΟΣ & ΑΘΑΝΑΣΙΟΥ ΚΑΙ ΑΝΑΣΤΑΣΙΟΥ ΜΟΥΡΙΚΗ,ΕΛΕΥΣΙΝΑ 19200",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6395736384289,37.9803641708046,"212","60001074","ΕΥΡΙΠΙΔΟΥ 4,ΝΙΚΑΙΑ 18452",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7479248347383,37.9734580235638,"213","60001075","ΣΠΥΡΟΥ ΜΕΡΚΟΥΡΗ 70,ΑΘΗΝΑ 11634",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6468517888609,37.9357173064436,"214","60001076","ΧΑΡΙΛΑΟΥ ΤΡΙΚΟΥΠΗ 54,ΠΕΙΡΑΙΑΣ 18536",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7524469538785,37.9530069761389,"215","60001077","ΑΓΙΑΣ ΣΟΦΙΑΣ 129,ΒΥΡΩΝΑΣ 16232",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6555106498845,37.9860957865699,"216","60001078","ΠΑΛΑΙΩΝ ΠΟΛΕΜΙΣΤΩΝ 90,ΑΓΙΑ ΒΑΡΒΑΡΑ 12351",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7492776975562,37.8921676656104,"217","60001079","ΛΕΩΦΟΡΟΣ ΙΑΣΩΝΙΔΟΥ 8,ΕΛΛΗΝΙΚΟ 16777",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7662971789291,37.8406762856147,"218","60001080","ΛΕΩΦΟΡΟΣ ΒΑΣΙΛΕΩΣ ΠΑΥΛΟΥ 61,ΒΟΥΛΑ 16673",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6354656426346,37.9672296836305,"219","60001082","ΝΕΣΤΟΡΟΣ 15,ΝΙΚΑΙΑ 18451",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.8391083276528,38.0528249737228,"220","60001083","ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ & ΠΟΝΤΟΥ,ΜΕΛΙΣΣΙΑ 15127",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7678575525776,37.9723611092509,"221","60001084","ΜΟΥΣΚΟΥ 21,ΖΩΓΡΑΦΟΥ 15772",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7707007204518,37.9726202912583,"222","60001086","ΒΑΚΤΡΙΑΝΗΣ 73,ΖΩΓΡΑΦΟΥ 15772",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7459997450844,37.9549987884894,"223","60001087","ΠΛΑΤΕΙΑ ΥΜΗΤΤΟΥ 3,ΥΜΗΤΤΟΣ 17237",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.739089903919,38.0631610693927,"224","60001088","ΦΙΛΑΔΕΛΦΕΙΑΣ 232,ΑΧΑΡΝΕΣ 13671",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7898051915992,38.0253610612615,"225","60001089","ΛΕΩΦΟΡΟΣ ΚΗΦΙΣΙΑΣ 322,ΧΑΛΑΝΔΡΙ 15233",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7520651698828,37.9615532547687,"226","60001090","Π. ΤΣΑΛΔΑΡΗ 13,ΒΥΡΩΝΑΣ 16232",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6674501583257,38.0370510032339,"227","60001091","ΜΕΤΕΩΡΩΝ 20,ΠΕΤΡΟΥΠΟΛΗ 13231",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.8303497536327,38.0841682747343,"228","60001093","ΠΛΑΤΕΙΑ ΠΟΛΙΤΕΙΑΣ ,ΚΗΦΙΣΙΑ 14562",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.8123025995747,38.0730353346748,"229","60001094","ΛΕΩΦΟΡΟΣ ΚΗΦΙΣΙΑΣ 238,ΚΗΦΙΣΙΑ 14562",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6461097804362,37.9685447961135,"230","60001095","ΠΕΤΡΟΥ ΡΑΛΛΗ 306,ΝΙΚΑΙΑ 18453",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.73688004832,37.9997040135781,"231","60001096","ΑΓΙΟΥ ΜΕΛΕΤΙΟΥ 20,ΑΘΗΝΑ 11361",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7106186993041,37.9327238238705,"232","60001097","ΛΕΩΦΟΡΟΣ ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 168,Ν ΣΜΥΡΝΗ 17123",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7530416385966,38.0129968881502,"233","60001098","ΑΓΙΑΣ ΓΛΥΚΕΡΙΑΣ 2,ΓΑΛΑΤΣΙ 11146",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7710106392249,37.9768329327778,"234","60001099","ΓΕΩΡΓΙΟΥ ΖΩΓΡΑΦΟΥ & 3ης ΟΡΕΙΝΗΣ ΤΑΞΙΑΡΧΙΑΣ,ΖΩΓΡΑΦΟΥ 15772",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7729132709966,37.9772549625441,"235","60001100","ΠΑΠΑΓΟΥ 113,ΖΩΓΡΑΦΟΥ 15773",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7916880604347,38.002773338536,"236","60001101","ΜΕΣΟΓΕΙΩΝ 212,ΧΟΛΑΡΓΟΣ 11561",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.632184995217,37.964066801857,"237","60001103","ΠΕΤΡΟΥ ΡΑΛΛΗ 486,ΝΙΚΑΙΑ 18451",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7140987727148,37.9755760344507,"238","60001106","ΤΡΙΩΝ ΙΕΡΑΡΧΩΝ 3,ΑΘΗΝΑ 11851",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7338275729846,37.9818893411841,"239","60001107","ΑΚΑΔΗΜΙΑΣ & ΙΠΠΟΚΡΑΤΟΥΣ,ΑΘΗΝΑ 10679",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7176561012399,38.0260290677637,"240","60001108","ΛΕΩΦΟΡΟΣ ΔΗΜΟΚΡΑΤΙΑΣ 41,ΑΓΙΟΙ ΑΝΑΡΓΥΡΟΙ 13561",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7112232654903,37.9965750953052,"241","60001109","ΛΕΝΟΡΜΑΝ 167,ΑΘΗΝΑ 10442",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7077270224045,37.9681786632327,"242","60001110","ΚΕΙΡΙΑΔΩΝ 101,ΑΘΗΝΑ 11854",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6740321144125,38.0172121654329,"243","60001112","ΠΕΛΟΠΙΔΑ 185,ΠΕΡΙΣΤΕΡΙ 12137",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6596429001914,37.9790882146877,"244","60001113","ΓΡΗΓΟΡΙΟΥ ΛΑΜΠΡΑΚΗ 92,ΝΙΚΑΙΑ 18454",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6715276114003,37.9812223485671,"245","60001114","ΘΗΒΩΝ 252,ΑΙΓΑΛΕΩ 12241",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6637140650591,37.9745981172593,"246","60001115","ΠΕΤΡΟΥ ΡΑΛΛΗ 126,ΝΙΚΑΙΑ 18454",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6566748664927,37.9841996944299,"247","60001116","ΘΗΡΑΣ & ΤΑΞΙΑΡΧΩΝ,ΚΟΡΥΔΑΛΛΟΣ 18121",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6552411552992,37.9395197391743,"248","60001117","ΙΔΗΣ 12,ΠΕΙΡΑΙΑΣ 18534",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7526751259607,37.9545539645261,"249","60001121","ΠΛΑΤΕΙΑ ΤΣΙΡΑΚΟΠΟΥΛΟΥ,ΒΥΡΩΝΑΣ 16232",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7024467251644,37.9563367857336,"250","60001122","ΛΕΩΦΟΡΟΣ ΕΛΕΥΘΕΡΙΟΥ ΒΕΝΙΖΕΛΟΥ 140,ΚΑΛΛΙΘΕΑ 17676",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.729408760102,38.0019338173053,"251","60001123","ΦΥΛΗΣ 183,ΑΘΗΝΑ 11252",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7755677926612,37.9726068364771,"252","60001124","ΓΕΩΡΓΙΟΥ ΖΩΓΡΑΦΟΥ 45,ΖΩΓΡΑΦΟΥ 15772",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7706342451208,37.9718299957213,"253","60001125","ΕΘΝΙΚΗΣ ΑΝΤΙΣΤΑΣΕΩΣ 23,ΙΛΙΣΙΑ 15772",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7660402607578,37.9747779813556,"254","60001126","ΓΡΗΓΟΡΙΟΥ ΑΥΞΕΝΤΙΟΥ 73,ΙΛΙΣΙΑ 15771",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7534773215094,38.0135411509788,"255","60001127","ΛΕΩΦΟΡΟΣ ΒΕΙΚΟΥ 6,ΓΑΛΑΤΣΙ 11147",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7319438058338,37.9798012517229,"256","60001128","ΚΟΡΑΗ 1,ΑΘΗΝΑ 10564",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.808500030977,38.0590142161524,"257","60001129","ΛΕΩΦΟΡΟΣ ΚΗΦΙΣΙΑΣ 213,ΜΑΡΟΥΣΙ 15124",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.7589929773539,37.9843533377756,"258","60001130","ΛΕΩΦΟΡΟΣ ΒΑΣΙΛΙΣΗΣ ΣΟΦΙΑΣ 121,ΑΘΗΝΑ 11521",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
23.6286959386535,37.9753168628796,"259","60001131","ΠΕΡΡΑΙΒΟΥ 78 (ΕΝΑΝΤΙ),ΚΕΡΑΤΣΙΝΙ 18757",ΣΗΜΕΙΟ ΛΙΑΝΙΚΗΣ
