TK,LOCALITY,bandavedailycbu,totaconsumption,totaldays,average_daily_consumption,totalparoxes,YYYYMM
11524,ΓΗΡΟΚΟΜΕΙΟ,Κλάση A,2088,58942,0.0,2148,Jan-23
11524,ΓΗΡΟΚΟΜΕΙΟ,Κλάση Β,26993,109552,0.3,3833,Jan-23
11524,ΓΗΡΟΚΟΜΕΙΟ,Κλάση Γ,7061,11244,0.6,419,Jan-23
11524,ΓΗΡΟΚΟΜΕΙΟ,Κλάση Δ,1419,949,1.5,40,Jan-23
11524,ΓΚΥΖΗ,Κλάση A,9,405,0.0,15,Jan-23
11524,ΓΚΥΖΗ,Κλάση Β,212,756,0.3,28,Jan-23
11524,ΓΚΥΖΗ,Κλάση Γ,149,243,0.6,9,Jan-23
11524,Ν. ΦΙΛΟΘΕΗ,Κλάση A,84,2835,0.0,99,Jan-23
11524,Ν. ΦΙΛΟΘΕΗ,Κλάση Β,1383,5509,0.3,205,Jan-23
11524,Ν. ΦΙΛΟΘΕΗ,Κλάση Γ,506,805,0.6,31,Jan-23
11524,Ν. ΦΙΛΟΘΕΗ,Κλάση Δ,207,105,2.0,5,Jan-23
11524,ΝΕΑ ΦΙΛΟΘΕΗ,Κλάση A,476,16650,0.0,603,Jan-23
11524,ΝΕΑ ΦΙΛΟΘΕΗ,Κλάση Β,7904,30075,0.3,1071,Jan-23
11524,ΝΕΑ ΦΙΛΟΘΕΗ,Κλάση Γ,3198,4927,0.7,202,Jan-23
11524,ΝΕΑ ΦΙΛΟΘΕΗ,Κλάση Δ,829,520,1.6,22,Jan-23
11524,ΠΟΛΥΓΩΝΟ,Κλάση A,31,870,0.0,29,Jan-23
11524,ΠΟΛΥΓΩΝΟ,Κλάση Β,439,1590,0.3,53,Jan-23
11524,ΠΟΛΥΓΩΝΟ,Κλάση Γ,284,450,0.6,15,Jan-23
11525,ΑΘΗΝΑ,Κλάση A,0,93,0.0,4,Jan-23
11525,ΑΘΗΝΑ,Κλάση Β,48,155,0.3,5,Jan-23
11525,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση A,77,2985,0.0,106,Jan-23
11525,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Β,418,1794,0.2,72,Jan-23
11525,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Γ,357,523,0.7,19,Jan-23
11525,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Δ,316,200,1.6,8,Jan-23
11525,ΕΛΛΗΝΟΡΩΣΩΝ,Κλάση A,1823,55563,0.0,4773,Jan-23
11525,ΕΛΛΗΝΟΡΩΣΩΝ,Κλάση Β,22900,91296,0.3,3001,Jan-23
11525,ΕΛΛΗΝΟΡΩΣΩΝ,Κλάση Γ,6537,10516,0.6,364,Jan-23
11525,ΕΛΛΗΝΟΡΩΣΩΝ,Κλάση Δ,1301,767,1.7,27,Jan-23
11525,ΕΛΛΗΝΟΡΩΣΩΝ,Κλάση Ε,1487,93,16.0,3,Jan-23
11525,ΝΕΟ ΨΥΧΙΚΟ,Κλάση A,3,113,0.0,4,Jan-23
11525,ΝΕΟ ΨΥΧΙΚΟ,Κλάση Β,33,135,0.2,5,Jan-23
11526,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση A,2605,83784,0.0,2803,Jan-23
11526,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Β,20345,89880,0.2,3004,Jan-23
11526,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Γ,3671,5808,0.6,212,Jan-23
11526,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Δ,1864,993,1.9,40,Jan-23
11526,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Ε,6024,272,22.2,10,Jan-23
11526,ΕΛΛΗΝΟΡΩΣΩΝ,Κλάση A,1,38,0.0,226,Jan-23
11526,ΕΛΛΗΝΟΡΩΣΩΝ,Κλάση Β,21,62,0.3,2,Jan-23
11526,ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ,Κλάση A,2613,78023,0.0,2819,Jan-23
11526,ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ,Κλάση Β,25639,108458,0.2,3626,Jan-23
11526,ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ,Κλάση Γ,5104,8266,0.6,291,Jan-23
11526,ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ,Κλάση Δ,1499,777,1.9,30,Jan-23
11526,ΕΡΥΘΡΟΣ ΣΤΑΥΡΟΣ,Κλάση Ε,5582,235,23.8,9,Jan-23
11527,ΑΘΗΝΑ,Κλάση A,48,1209,0.0,39,Jan-23
11527,ΑΘΗΝΑ,Κλάση Β,283,1333,0.2,43,Jan-23
11527,ΑΘΗΝΑ,Κλάση Γ,46,62,0.7,2,Jan-23
11527,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση A,2774,87197,0.0,3023,Jan-23
11527,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Β,23468,102201,0.2,3527,Jan-23
11527,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Γ,4649,7334,0.6,281,Jan-23
11527,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Δ,2810,1460,1.9,58,Jan-23
11527,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Ε,27373,538,50.9,21,Jan-23
11527,ΓΟΥΔΙ,Κλάση A,1625,48938,0.0,1699,Jan-23
11527,ΓΟΥΔΙ,Κλάση Β,14494,63215,0.2,2177,Jan-23
11527,ΓΟΥΔΙ,Κλάση Γ,2834,4536,0.6,182,Jan-23
11527,ΓΟΥΔΙ,Κλάση Δ,1753,904,1.9,34,Jan-23
11527,ΓΟΥΔΙ,Κλάση Ε,13080,341,38.4,11,Jan-23
11527,ΙΛΙΣΙΑ,Κλάση A,410,14415,0.0,510,Jan-23
11527,ΙΛΙΣΙΑ,Κλάση Β,3172,14106,0.2,498,Jan-23
11527,ΙΛΙΣΙΑ,Κλάση Γ,618,1006,0.6,40,Jan-23
11527,ΙΛΙΣΙΑ,Κλάση Δ,261,204,1.3,9,Jan-23
11527,ΙΛΙΣΙΑ,Κλάση Ε,604,51,11.8,2,Jan-23
11528,ΑΘΗΝΑ,Κλάση A,37,1302,0.0,42,Jan-23
11528,ΑΘΗΝΑ,Κλάση Β,332,1457,0.2,47,Jan-23
11528,ΑΘΗΝΑ,Κλάση Γ,67,124,0.5,4,Jan-23
11528,ΑΘΗΝΑ,Κλάση Δ,152,62,2.5,2,Jan-23
11528,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση A,45,1410,0.0,49,Jan-23
11528,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Β,284,1194,0.2,42,Jan-23
11528,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Γ,106,155,0.7,5,Jan-23
11528,ΑΜΠΕΛΟΚΗΠΟΙ,Κλάση Δ,219,124,1.8,4,Jan-23
11528,ΙΛΙΣΙΑ,Κλάση A,2941,93884,0.0,3296,Jan-23
11528,ΙΛΙΣΙΑ,Κλάση Β,21052,93511,0.2,3302,Jan-23
11528,ΙΛΙΣΙΑ,Κλάση Γ,4558,7103,0.6,281,Jan-23
11528,ΙΛΙΣΙΑ,Κλάση Δ,3698,1827,2.0,77,Jan-23
11528,ΙΛΙΣΙΑ,Κλάση Ε,12035,664,18.1,25,Jan-23
11528,ΧΙΛΤΟΝ,Κλάση A,291,9796,0.0,316,Jan-23
11528,ΧΙΛΤΟΝ,Κλάση Β,1651,7595,0.2,245,Jan-23
11528,ΧΙΛΤΟΝ,Κλάση Γ,791,1240,0.6,40,Jan-23
11528,ΧΙΛΤΟΝ,Κλάση Δ,1030,403,2.6,13,Jan-23
11528,ΧΙΛΤΟΝ,Κλάση Ε,802,93,8.6,3,Jan-23
11631,ΑΓ. ΔΗΜΗΤΡΙΟΣ,Κλάση A,3,124,0.0,4,Jan-23
11631,ΑΓ. ΔΗΜΗΤΡΙΟΣ,Κλάση Β,46,217,0.2,7,Jan-23
11631,ΓΟΥΒΑ,Κλάση A,2242,71605,0.0,2417,Jan-23
11631,ΓΟΥΒΑ,Κλάση Β,27043,107911,0.3,3557,Jan-23
11631,ΓΟΥΒΑ,Κλάση Γ,6852,10982,0.6,378,Jan-23
11631,ΓΟΥΒΑ,Κλάση Δ,1205,743,1.6,27,Jan-23
11631,ΓΟΥΒΑ,Κλάση Ε,452,63,7.2,3,Jan-23
11631,ΜΕΤΣ,Κλάση A,37,1395,0.0,45,Jan-23
11631,ΜΕΤΣ,Κλάση Β,319,1271,0.3,41,Jan-23
11631,ΜΕΤΣ,Κλάση Γ,61,93,0.7,3,Jan-23
11631,ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση A,28,837,0.0,27,Jan-23
11631,ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση Β,236,775,0.3,25,Jan-23
11631,ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση Γ,107,186,0.6,6,Jan-23
11631,ΠΑΓΚΡΑΤΙ,Κλάση A,73,2310,0.0,92,Jan-23
11631,ΠΑΓΚΡΑΤΙ,Κλάση Β,790,3148,0.3,111,Jan-23
11631,ΠΑΓΚΡΑΤΙ,Κλάση Γ,342,581,0.6,23,Jan-23
11632,ΑΓ. ΑΡΤΕΜΙΟΣ,Κλάση A,64,1922,0.0,66,Jan-23
11632,ΑΓ. ΑΡΤΕΜΙΟΣ,Κλάση Β,1128,4246,0.3,142,Jan-23
11632,ΑΓ. ΑΡΤΕΜΙΟΣ,Κλάση Γ,196,311,0.6,12,Jan-23
11632,ΑΘΗΝΑ,Κλάση A,109,3102,0.0,104,Jan-23
11632,ΑΘΗΝΑ,Κλάση Β,1497,5795,0.3,190,Jan-23
11632,ΑΘΗΝΑ,Κλάση Γ,425,713,0.6,24,Jan-23
11632,ΓΟΥΒΑ,Κλάση A,916,29695,0.0,1064,Jan-23
11632,ΓΟΥΒΑ,Κλάση Β,16179,61586,0.3,2129,Jan-23
11632,ΓΟΥΒΑ,Κλάση Γ,4572,7530,0.6,317,Jan-23
11632,ΓΟΥΒΑ,Κλάση Δ,868,523,1.7,22,Jan-23
11632,ΜΕΤΣ,Κλάση A,138,4434,0.0,159,Jan-23
11632,ΜΕΤΣ,Κλάση Β,1453,6433,0.2,221,Jan-23
11632,ΜΕΤΣ,Κλάση Γ,401,634,0.6,26,Jan-23
11632,ΜΕΤΣ,Κλάση Δ,98,80,1.2,3,Jan-23
11632,ΠΑΓΚΡΑΤΙ,Κλάση A,881,26881,0.0,1178,Jan-23
11632,ΠΑΓΚΡΑΤΙ,Κλάση Β,10924,44890,0.2,1573,Jan-23
11632,ΠΑΓΚΡΑΤΙ,Κλάση Γ,2556,4123,0.6,167,Jan-23
11632,ΠΑΓΚΡΑΤΙ,Κλάση Δ,724,437,1.7,18,Jan-23
11632,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση A,81,1869,0.0,66,Jan-23
11632,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Β,720,2953,0.2,107,Jan-23
11632,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Γ,39,62,0.6,3,Jan-23
11633,ΑΘΗΝΑ,Κλάση A,0,68,0.0,3,Jan-23
11633,ΠΑΓΚΡΑΤΙ,Κλάση A,4403,145245,0.0,5241,Jan-23
11633,ΠΑΓΚΡΑΤΙ,Κλάση Β,41877,180299,0.2,6337,Jan-23
11633,ΠΑΓΚΡΑΤΙ,Κλάση Γ,8254,13283,0.6,527,Jan-23
11633,ΠΑΓΚΡΑΤΙ,Κλάση Δ,1988,1295,1.5,57,Jan-23
11633,ΠΑΓΚΡΑΤΙ,Κλάση Ε,640,93,6.9,4,Jan-23
11633,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση A,29,737,0.0,25,Jan-23
11633,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Β,409,1605,0.3,53,Jan-23
11633,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Γ,161,255,0.6,9,Jan-23
11633,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Δ,65,38,1.7,2,Jan-23
11634,ΑΘΗΝΑ,Κλάση A,144,4753,0.0,171,Jan-23
11634,ΑΘΗΝΑ,Κλάση Β,1245,5694,0.2,204,Jan-23
11634,ΑΘΗΝΑ,Κλάση Γ,284,465,0.6,18,Jan-23
11634,ΑΘΗΝΑ,Κλάση Δ,163,55,3.0,2,Jan-23
11634,ΠΑΓΚΡΑΤΙ,Κλάση A,3654,114788,0.0,4098,Jan-23
11634,ΠΑΓΚΡΑΤΙ,Κλάση Β,31888,139312,0.2,4885,Jan-23
11634,ΠΑΓΚΡΑΤΙ,Κλάση Γ,6549,10472,0.6,407,Jan-23
11634,ΠΑΓΚΡΑΤΙ,Κλάση Δ,3112,1652,1.9,71,Jan-23
11634,ΠΑΓΚΡΑΤΙ,Κλάση Ε,1072,153,7.0,6,Jan-23
11634,ΠΑΓΚΡΑΤΙ ΧΙΛΤΟΝ,Κλάση A,168,4316,0.0,151,Jan-23
11634,ΠΑΓΚΡΑΤΙ ΧΙΛΤΟΝ,Κλάση Β,1334,5728,0.2,201,Jan-23
11634,ΠΑΓΚΡΑΤΙ ΧΙΛΤΟΝ,Κλάση Γ,218,337,0.7,12,Jan-23
11634,ΠΑΓΚΡΑΤΙ ΧΙΛΤΟΝ,Κλάση Δ,95,62,1.5,2,Jan-23
11634,ΧΙΛΤΟΝ,Κλάση A,4,217,0.0,7,Jan-23
11634,ΧΙΛΤΟΝ,Κλάση Β,278,1116,0.3,36,Jan-23
11634,ΧΙΛΤΟΝ,Κλάση Γ,36,62,0.6,2,Jan-23
11635,ΑΘΗΝΑ,Κλάση A,48,1457,0.0,53,Jan-23
11635,ΑΘΗΝΑ,Κλάση Β,569,2359,0.2,82,Jan-23
11635,ΑΘΗΝΑ,Κλάση Γ,42,69,0.6,4,Jan-23
11635,ΑΘΗΝΑ,Κλάση Δ,95,38,2.5,2,Jan-23
11635,ΓΟΥΒΑ,Κλάση A,4,93,0.0,3,Jan-23
11635,ΓΟΥΒΑ,Κλάση Β,23,124,0.2,4,Jan-23
11635,ΠΑΓΚΡΑΤΙ,Κλάση A,2781,86017,0.0,3126,Jan-23
11635,ΠΑΓΚΡΑΤΙ,Κλάση Β,25728,113174,0.2,3964,Jan-23
11635,ΠΑΓΚΡΑΤΙ,Κλάση Γ,4369,7014,0.6,291,Jan-23
11635,ΠΑΓΚΡΑΤΙ,Κλάση Δ,1737,935,1.9,42,Jan-23
11635,ΠΑΓΚΡΑΤΙ,Κλάση Ε,1222,156,7.8,6,Jan-23
11635,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση A,1197,40469,0.0,1455,Jan-23
11635,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Β,10369,45454,0.2,1638,Jan-23
11635,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Γ,2319,3674,0.6,153,Jan-23
11635,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Δ,2484,1190,2.1,45,Jan-23
11635,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Ε,7585,124,61.2,4,Jan-23
11636,ΓΟΥΒΑ,Κλάση A,305,10380,0.0,338,Jan-23
11636,ΓΟΥΒΑ,Κλάση Β,4383,18059,0.2,588,Jan-23
11636,ΓΟΥΒΑ,Κλάση Γ,1120,1817,0.6,60,Jan-23
11636,ΓΟΥΒΑ,Κλάση Δ,141,93,1.5,4,Jan-23
11636,ΓΟΥΒΑ,Κλάση Ε,530,62,8.6,2,Jan-23
11636,ΚΥΝΟΣΑΡΓΟΥΣ,Κλάση A,69,2263,0.0,73,Jan-23
11636,ΚΥΝΟΣΑΡΓΟΥΣ,Κλάση Β,882,3379,0.3,109,Jan-23
11636,ΚΥΝΟΣΑΡΓΟΥΣ,Κλάση Γ,258,403,0.6,13,Jan-23
11636,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση A,17,527,0.0,17,Jan-23
11636,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Β,219,899,0.2,29,Jan-23
11636,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Γ,96,155,0.6,5,Jan-23
11636,ΜΕΤΣ,Κλάση A,1057,34592,0.0,1144,Jan-23
11636,ΜΕΤΣ,Κλάση Β,11403,46748,0.2,1539,Jan-23
11636,ΜΕΤΣ,Κλάση Γ,3659,5761,0.6,192,Jan-23
11636,ΜΕΤΣ,Κλάση Δ,1501,924,1.6,30,Jan-23
11636,ΜΕΤΣ,Κλάση Ε,1954,124,15.8,4,Jan-23
11636,ΠΑΓΚΡΑΤΙ,Κλάση A,445,14092,0.0,516,Jan-23
11636,ΠΑΓΚΡΑΤΙ,Κλάση Β,5118,20568,0.3,721,Jan-23
11636,ΠΑΓΚΡΑΤΙ,Κλάση Γ,1346,2121,0.6,88,Jan-23
11636,ΠΑΓΚΡΑΤΙ,Κλάση Δ,270,131,2.1,7,Jan-23
11636,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση A,349,11091,0.0,405,Jan-23
11636,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Β,3821,15665,0.2,551,Jan-23
11636,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Γ,832,1307,0.6,48,Jan-23
11636,ΠΑΓΚΡΑΤΙ ΣΤΑΔΙΟ,Κλάση Δ,491,213,2.3,8,Jan-23
11741,ΒΕΙΚΟΥ,Κλάση A,342,11811,0.0,381,Jan-23
11741,ΒΕΙΚΟΥ,Κλάση Β,3448,15376,0.2,496,Jan-23
11741,ΒΕΙΚΟΥ,Κλάση Γ,744,1178,0.6,38,Jan-23
11741,ΒΕΙΚΟΥ,Κλάση Δ,433,310,1.4,10,Jan-23
11741,ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση A,88,2787,0.0,91,Jan-23
11741,ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Β,1063,4486,0.2,146,Jan-23
11741,ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Γ,124,217,0.6,7,Jan-23
11741,ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Δ,109,62,1.8,2,Jan-23
11741,ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ,Κλάση A,119,3906,0.0,126,Jan-23
11741,ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ,Κλάση Β,1215,4991,0.2,161,Jan-23
11741,ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ,Κλάση Γ,262,403,0.7,13,Jan-23
11741,ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ,Κλάση Δ,97,62,1.6,2,Jan-23
11741,ΚΟΥΚΑΚΙ,Κλάση A,1756,53135,0.0,1715,Jan-23
11741,ΚΟΥΚΑΚΙ,Κλάση Β,14369,62853,0.2,2029,Jan-23
11741,ΚΟΥΚΑΚΙ,Κλάση Γ,3193,5040,0.6,163,Jan-23
11741,ΚΟΥΚΑΚΙ,Κλάση Δ,2311,1222,1.9,40,Jan-23
11741,ΚΟΥΚΑΚΙ,Κλάση Ε,713,62,11.5,2,Jan-23
11741,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση A,31,1488,0.0,48,Jan-23
11741,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Β,199,961,0.2,31,Jan-23
11741,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Γ,313,403,0.8,13,Jan-23
11741,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Δ,462,279,1.7,9,Jan-23
11741,ΦΙΛΟΠΑΠΠΟΥ,Κλάση A,1089,38227,0.0,1235,Jan-23
11741,ΦΙΛΟΠΑΠΠΟΥ,Κλάση Β,12822,53383,0.2,1723,Jan-23
11741,ΦΙΛΟΠΑΠΠΟΥ,Κλάση Γ,3607,5797,0.6,187,Jan-23
11741,ΦΙΛΟΠΑΠΠΟΥ,Κλάση Δ,547,367,1.5,12,Jan-23
11742,ΒΕΙΚΟΥ,Κλάση A,1064,34567,0.0,1117,Jan-23
11742,ΒΕΙΚΟΥ,Κλάση Β,8812,38633,0.2,1247,Jan-23
11742,ΒΕΙΚΟΥ,Κλάση Γ,2505,3813,0.7,123,Jan-23
11742,ΒΕΙΚΟΥ,Κλάση Δ,2303,1302,1.8,42,Jan-23
11742,ΒΕΙΚΟΥ,Κλάση Ε,4171,279,15.0,9,Jan-23
11742,ΚΟΥΚΑΚΙ,Κλάση A,557,16288,0.0,527,Jan-23
11742,ΚΟΥΚΑΚΙ,Κλάση Β,4743,20511,0.2,662,Jan-23
11742,ΚΟΥΚΑΚΙ,Κλάση Γ,903,1346,0.7,44,Jan-23
11742,ΚΟΥΚΑΚΙ,Κλάση Δ,1442,682,2.1,22,Jan-23
11742,ΚΟΥΚΑΚΙ,Κλάση Ε,540,62,8.7,2,Jan-23
11742,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση A,631,20924,0.0,676,Jan-23
11742,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Β,4660,19617,0.2,634,Jan-23
11742,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Γ,1809,2569,0.7,83,Jan-23
11742,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Δ,3010,1550,1.9,50,Jan-23
11742,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Ε,3959,156,25.4,6,Jan-23
11743,ΒΕΙΚΟΥ,Κλάση A,216,6682,0.0,216,Jan-23
11743,ΒΕΙΚΟΥ,Κλάση Β,1414,6152,0.2,199,Jan-23
11743,ΒΕΙΚΟΥ,Κλάση Γ,213,341,0.6,11,Jan-23
11743,ΒΕΙΚΟΥ,Κλάση Δ,177,93,1.9,3,Jan-23
11743,ΒΕΙΚΟΥ,Κλάση Ε,346,62,5.6,2,Jan-23
11743,ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση A,210,5859,0.0,189,Jan-23
11743,ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Β,1373,5983,0.2,193,Jan-23
11743,ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Γ,333,496,0.7,16,Jan-23
11743,ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Δ,120,93,1.3,3,Jan-23
11743,ΓΟΥΒΑ,Κλάση A,175,4991,0.0,161,Jan-23
11743,ΓΟΥΒΑ,Κλάση Β,1989,8370,0.2,270,Jan-23
11743,ΓΟΥΒΑ,Κλάση Γ,542,899,0.6,29,Jan-23
11743,ΚΥΝΟΣΑΡΓΟΥΣ,Κλάση A,3517,112754,0.0,3639,Jan-23
11743,ΚΥΝΟΣΑΡΓΟΥΣ,Κλάση Β,38433,161583,0.2,5215,Jan-23
11743,ΚΥΝΟΣΑΡΓΟΥΣ,Κλάση Γ,9411,15401,0.6,498,Jan-23
11743,ΚΥΝΟΣΑΡΓΟΥΣ,Κλάση Δ,2242,1233,1.8,42,Jan-23
11743,ΚΥΝΟΣΑΡΓΟΥΣ,Κλάση Ε,459,62,7.4,2,Jan-23
11743,ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση A,115,4526,0.0,146,Jan-23
11743,ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση Β,1409,6076,0.2,196,Jan-23
11743,ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση Γ,280,465,0.6,15,Jan-23
11743,ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση Δ,236,186,1.3,6,Jan-23
11743,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση A,147,5146,0.0,166,Jan-23
11743,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Β,1150,5394,0.2,174,Jan-23
11743,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Γ,364,589,0.6,19,Jan-23
11743,ΜΑΚΡΥΓΙΑΝΝΗ,Κλάση Δ,610,372,1.6,12,Jan-23
11743,ΜΕΤΣ,Κλάση A,153,5673,0.0,183,Jan-23
11743,ΜΕΤΣ,Κλάση Β,1399,6107,0.2,197,Jan-23
11743,ΜΕΤΣ,Κλάση Γ,376,589,0.6,19,Jan-23
11743,ΜΕΤΣ,Κλάση Δ,232,186,1.3,6,Jan-23
11743,ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση A,77,2232,0.0,72,Jan-23
11743,ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση Β,941,3441,0.3,111,Jan-23
11743,ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση Γ,365,589,0.6,19,Jan-23
11743,ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση Δ,248,124,2.0,4,Jan-23
11744,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση A,1216,38675,0.0,1249,Jan-23
11744,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Β,16767,66202,0.3,2136,Jan-23
11744,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Γ,4391,7223,0.6,233,Jan-23
11744,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Δ,294,231,1.3,8,Jan-23
11744,ΑΓ. ΙΩΑΝΝΗΣ,Κλάση A,28,1302,0.0,42,Jan-23
11744,ΑΓ. ΙΩΑΝΝΗΣ,Κλάση Β,241,930,0.3,30,Jan-23
11744,ΑΓ. ΙΩΑΝΝΗΣ,Κλάση Γ,81,124,0.7,4,Jan-23
11744,ΑΓ. ΣΩΣΤΗΣ,Κλάση A,74,2604,0.0,84,Jan-23
11744,ΑΓ. ΣΩΣΤΗΣ,Κλάση Β,862,3596,0.2,116,Jan-23
11744,ΑΓ. ΣΩΣΤΗΣ,Κλάση Γ,293,434,0.7,14,Jan-23
11744,ΑΘΗΝΑ,Κλάση A,59,2294,0.0,74,Jan-23
11744,ΑΘΗΝΑ,Κλάση Β,735,2697,0.3,87,Jan-23
11744,ΑΘΗΝΑ,Κλάση Γ,117,186,0.6,6,Jan-23
11744,ΓΟΥΒΑ,Κλάση A,55,1116,0.1,36,Jan-23
11744,ΓΟΥΒΑ,Κλάση Β,439,1674,0.3,54,Jan-23
11744,ΓΟΥΒΑ,Κλάση Γ,106,155,0.7,5,Jan-23
11744,ΚΥΝΟΣΑΡΓΟΥΣ,Κλάση A,83,2635,0.0,85,Jan-23
11744,ΚΥΝΟΣΑΡΓΟΥΣ,Κλάση Β,947,3937,0.2,127,Jan-23
11744,ΚΥΝΟΣΑΡΓΟΥΣ,Κλάση Γ,260,403,0.7,13,Jan-23
11744,ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση A,1,279,0.0,9,Jan-23
11744,ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση Β,33,93,0.4,3,Jan-23
11744,ΜΕΤΣ,Κλάση A,3,124,0.0,4,Jan-23
11744,ΜΕΤΣ,Κλάση Β,31,124,0.3,4,Jan-23
11744,ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση A,2223,68621,0.0,2215,Jan-23
11744,ΝΕΟΣ ΚΟΣΜΟΣ,Κλάση Β,27685,110851,0.3,3576,Jan-23
