TK,LOCALITY,bandavedailycbu,totaconsumption,totaldays,average_daily_consumption,totalparoxes,YYYYMM
18121,ΤΑΞΙΑΡΧΕΣ,Κλάση A,1093,36167,0.0,1198,Jan-23
18121,ΤΑΞΙΑΡΧΕΣ,Κλάση Β,23157,83526,0.3,2701,Jan-23
18121,ΤΑΞΙΑΡΧΕΣ,Κλάση Γ,8989,14423,0.6,467,Jan-23
18121,ΤΑΞΙΑΡΧΕΣ,Κλάση Δ,1316,864,1.5,28,Jan-23
18122,ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ,Κλάση A,757,24831,0.0,801,Jan-23
18122,ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ,Κλάση Β,20239,70618,0.3,2278,Jan-23
18122,ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ,Κλάση Γ,10137,16120,0.6,520,Jan-23
18122,ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ,Κλάση Δ,1590,961,1.7,31,Jan-23
18122,ΑΝΩ ΚΟΡΥΔΑΛΛΟΣ,Κλάση Ε,42405,310,136.8,10,Jan-23
18122,ΚΟΡΥΔΑΛΛΟΣ,Κλάση A,257,7719,0.0,249,Jan-23
18122,ΚΟΡΥΔΑΛΛΟΣ,Κλάση Β,5406,18910,0.3,610,Jan-23
18122,ΚΟΡΥΔΑΛΛΟΣ,Κλάση Γ,2326,3813,0.6,123,Jan-23
18122,ΚΟΡΥΔΑΛΛΟΣ,Κλάση Δ,384,248,1.6,8,Jan-23
18122,ΚΟΡΥΔΑΛΛΟΣ,Κλάση Ε,558,62,9.0,2,Jan-23
18122,ΣΧΙΣΤΟ,Κλάση A,586,18135,0.0,585,Jan-23
18122,ΣΧΙΣΤΟ,Κλάση Β,14177,48077,0.3,1551,Jan-23
18122,ΣΧΙΣΤΟ,Κλάση Γ,7363,11745,0.6,379,Jan-23
18122,ΣΧΙΣΤΟ,Κλάση Δ,977,473,2.1,17,Jan-23
18122,ΣΧΙΣΤΟ,Κλάση Ε,3634,155,23.5,5,Jan-23
18122,ΤΑΞΙΑΡΧΕΣ,Κλάση A,7,310,0.0,10,Jan-23
18122,ΤΑΞΙΑΡΧΕΣ,Κλάση Β,273,1054,0.3,34,Jan-23
18122,ΤΑΞΙΑΡΧΕΣ,Κλάση Γ,94,155,0.6,5,Jan-23
18232,ΑΓ. ΑΝΝΑ,Κλάση A,1,155,0.0,6,Jan-23
18232,ΑΓ. ΑΝΝΑ,Κλάση Β,60,177,0.3,7,Jan-23
18233,ΑΓ. ΑΝΝΑ,Κλάση A,211,9238,0.0,325,Jan-23
18233,ΑΓ. ΑΝΝΑ,Κλάση Β,3064,11275,0.3,410,Jan-23
18233,ΑΓ. ΑΝΝΑ,Κλάση Γ,1690,2749,0.6,117,Jan-23
18233,ΑΓ. ΑΝΝΑ,Κλάση Δ,1787,907,2.0,35,Jan-23
18233,ΑΓ. ΑΝΝΑ,Κλάση Ε,5124,208,24.6,7,Jan-23
18233,ΑΓ. Ι. ΡΕΝΤΗΣ,Κλάση A,1010,35640,0.0,1455,Jan-23
18233,ΑΓ. Ι. ΡΕΝΤΗΣ,Κλάση Β,20942,76471,0.3,2679,Jan-23
18233,ΑΓ. Ι. ΡΕΝΤΗΣ,Κλάση Γ,7716,12569,0.6,512,Jan-23
18233,ΑΓ. Ι. ΡΕΝΤΗΣ,Κλάση Δ,3012,1675,1.8,76,Jan-23
18233,ΑΓ. Ι. ΡΕΝΤΗΣ,Κλάση Ε,4246,295,14.4,12,Jan-23
18233,ΑΠΟΛΛΩΝ,Κλάση A,385,13584,0.0,496,Jan-23
18233,ΑΠΟΛΛΩΝ,Κλάση Β,6646,24553,0.3,849,Jan-23
18233,ΑΠΟΛΛΩΝ,Κλάση Γ,2193,3401,0.6,132,Jan-23
18233,ΑΠΟΛΛΩΝ,Κλάση Δ,665,372,1.8,14,Jan-23
18233,ΑΣΠΡΑ ΧΩΜΑΤΑ,Κλάση A,164,7918,0.0,281,Jan-23
18233,ΑΣΠΡΑ ΧΩΜΑΤΑ,Κλάση Β,3068,11857,0.3,415,Jan-23
18233,ΑΣΠΡΑ ΧΩΜΑΤΑ,Κλάση Γ,1050,1611,0.7,70,Jan-23
18233,ΑΣΠΡΑ ΧΩΜΑΤΑ,Κλάση Δ,1406,624,2.3,25,Jan-23
18233,ΑΣΠΡΑ ΧΩΜΑΤΑ,Κλάση Ε,2589,191,13.6,7,Jan-23
18233,Γ ΝΕΚΡΟΤΑΦΕΙΟ,Κλάση Δ,168,62,2.7,2,Jan-23
18233,Γ ΝΕΚΡΟΤΑΦΕΙΟ,Κλάση Ε,2282,62,36.8,2,Jan-23
18233,ΛΑΧΑΝΑΓΟΡΑ,Κλάση A,19,713,0.0,26,Jan-23
18233,ΛΑΧΑΝΑΓΟΡΑ,Κλάση Β,231,878,0.3,35,Jan-23
18233,ΛΑΧΑΝΑΓΟΡΑ,Κλάση Γ,153,248,0.6,10,Jan-23
18233,ΛΑΧΑΝΑΓΟΡΑ,Κλάση Δ,377,186,2.0,7,Jan-23
18233,Π. ΚΟΚΚΙΝΙΑ,Κλάση A,469,15986,0.0,562,Jan-23
18233,Π. ΚΟΚΚΙΝΙΑ,Κλάση Β,6781,25606,0.3,927,Jan-23
18233,Π. ΚΟΚΚΙΝΙΑ,Κλάση Γ,3237,4973,0.7,195,Jan-23
18233,Π. ΚΟΚΚΙΝΙΑ,Κλάση Δ,1423,833,1.7,39,Jan-23
18233,Π. ΚΟΚΚΙΝΙΑ,Κλάση Ε,3733,71,52.6,4,Jan-23
18233,ΡΕΝΤΗΣ,Κλάση A,0,132,0.0,6,Jan-23
18233,ΡΕΝΤΗΣ,Κλάση Β,21,73,0.3,5,Jan-23
18233,ΡΕΝΤΗΣ,Κλάση Γ,9,12,0.8,3,Jan-23
18233,ΡΕΝΤΗΣ,Κλάση Δ,113,54,2.1,2,Jan-23
18233,ΣΤΑΜΑΤΑΚΗ,Κλάση A,18,1019,0.0,35,Jan-23
18233,ΣΤΑΜΑΤΑΚΗ,Κλάση Β,427,1492,0.3,54,Jan-23
18233,ΣΤΑΜΑΤΑΚΗ,Κλάση Γ,127,184,0.7,7,Jan-23
18233,ΣΤΑΜΑΤΑΚΗ,Κλάση Δ,36,33,1.1,2,Jan-23
18344,ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ,Κλάση A,134,4868,0.0,170,Jan-23
18344,ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ,Κλάση Β,1704,6649,0.3,236,Jan-23
18344,ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ,Κλάση Γ,467,702,0.7,29,Jan-23
18344,ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ,Κλάση Δ,181,115,1.6,6,Jan-23
18344,ΑΓ. ΚΩΝΣΤΑΝΤΙΝΟΣ,Κλάση Ε,280,51,5.5,2,Jan-23
18344,ΙΛΙΣΣΟΣ,Κλάση A,2,50,0.0,2,Jan-23
18344,ΙΛΙΣΣΟΣ,Κλάση Β,37,105,0.4,4,Jan-23
18344,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση A,774,24013,0.0,868,Jan-23
18344,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Β,13876,50195,0.3,1768,Jan-23
18344,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Γ,4989,7925,0.6,313,Jan-23
18344,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Δ,860,494,1.7,20,Jan-23
18344,ΜΟΣΧΑΤΟ,Κλάση A,101,3101,0.0,113,Jan-23
18344,ΜΟΣΧΑΤΟ,Κλάση Β,1449,5323,0.3,189,Jan-23
18344,ΜΟΣΧΑΤΟ,Κλάση Γ,651,1051,0.6,40,Jan-23
18344,ΠΑΡΑΛΙΑ,Κλάση A,726,22143,0.0,788,Jan-23
18344,ΠΑΡΑΛΙΑ,Κλάση Β,14150,50949,0.3,1782,Jan-23
18344,ΠΑΡΑΛΙΑ,Κλάση Γ,5199,8536,0.6,332,Jan-23
18344,ΠΑΡΑΛΙΑ,Κλάση Δ,1009,599,1.7,26,Jan-23
18344,ΠΑΡΑΛΙΑ,Κλάση Ε,937,62,15.1,2,Jan-23
18345,ΓΗΠΕΔΟ,Κλάση A,331,9663,0.0,349,Jan-23
18345,ΓΗΠΕΔΟ,Κλάση Β,7187,26617,0.3,920,Jan-23
18345,ΓΗΠΕΔΟ,Κλάση Γ,2765,4587,0.6,181,Jan-23
18345,ΓΗΠΕΔΟ,Κλάση Δ,613,376,1.6,17,Jan-23
18345,ΙΛΙΣΣΟΣ,Κλάση A,38,1269,0.0,48,Jan-23
18345,ΙΛΙΣΣΟΣ,Κλάση Β,1594,5291,0.3,183,Jan-23
18345,ΙΛΙΣΣΟΣ,Κλάση Γ,771,1224,0.6,45,Jan-23
18345,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση A,724,20850,0.0,742,Jan-23
18345,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Β,12460,45492,0.3,1593,Jan-23
18345,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Γ,5115,8262,0.6,316,Jan-23
18345,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Δ,1515,886,1.7,31,Jan-23
18345,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Ε,708,89,8.0,4,Jan-23
18345,ΜΟΣΧΑΤΟ,Κλάση A,207,5659,0.0,212,Jan-23
18345,ΜΟΣΧΑΤΟ,Κλάση Β,4216,15143,0.3,530,Jan-23
18345,ΜΟΣΧΑΤΟ,Κλάση Γ,1468,2423,0.6,94,Jan-23
18345,ΜΟΣΧΑΤΟ,Κλάση Δ,241,124,1.9,4,Jan-23
18345,ΠΑΡΑΛΙΑ,Κλάση A,356,11048,0.0,403,Jan-23
18345,ΠΑΡΑΛΙΑ,Κλάση Β,8056,28182,0.3,979,Jan-23
18345,ΠΑΡΑΛΙΑ,Κλάση Γ,2940,4682,0.6,177,Jan-23
18345,ΠΑΡΑΛΙΑ,Κλάση Δ,644,328,2.0,13,Jan-23
18345,ΣΤΑΘΜΟΣ,Κλάση A,565,17851,0.0,648,Jan-23
18345,ΣΤΑΘΜΟΣ,Κλάση Β,11078,41491,0.3,1441,Jan-23
18345,ΣΤΑΘΜΟΣ,Κλάση Γ,3674,6067,0.6,234,Jan-23
18345,ΣΤΑΘΜΟΣ,Κλάση Δ,476,257,1.9,11,Jan-23
18346,ΙΛΙΣΣΟΣ,Κλάση A,19,979,0.0,35,Jan-23
18346,ΙΛΙΣΣΟΣ,Κλάση Β,224,915,0.2,32,Jan-23
18346,ΙΛΙΣΣΟΣ,Κλάση Γ,112,153,0.7,6,Jan-23
18346,ΙΛΙΣΣΟΣ,Κλάση Δ,189,126,1.5,5,Jan-23
18346,ΚΗΦΙΣΣΟΣ,Κλάση A,3,631,0.0,23,Jan-23
18346,ΚΗΦΙΣΣΟΣ,Κλάση Β,248,889,0.3,32,Jan-23
18346,ΚΗΦΙΣΣΟΣ,Κλάση Γ,263,357,0.7,16,Jan-23
18346,ΚΗΦΙΣΣΟΣ,Κλάση Δ,392,200,2.0,8,Jan-23
18346,ΛΑΧΑΝΑΓΟΡΑ,Κλάση A,91,2803,0.0,103,Jan-23
18346,ΛΑΧΑΝΑΓΟΡΑ,Κλάση Β,748,2990,0.3,115,Jan-23
18346,ΛΑΧΑΝΑΓΟΡΑ,Κλάση Γ,406,561,0.7,26,Jan-23
18346,ΛΑΧΑΝΑΓΟΡΑ,Κλάση Δ,1506,742,2.0,28,Jan-23
18346,ΛΑΧΑΝΑΓΟΡΑ,Κλάση Ε,12541,261,48.1,9,Jan-23
18346,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση A,4,186,0.0,7,Jan-23
18346,ΜΕΤΑΜΟΡΦΩΣΗ,Κλάση Β,159,558,0.3,19,Jan-23
18346,ΜΟΣΧΑΤΟ,Κλάση A,47,2060,0.0,73,Jan-23
18346,ΜΟΣΧΑΤΟ,Κλάση Β,508,1970,0.3,73,Jan-23
18346,ΜΟΣΧΑΤΟ,Κλάση Γ,492,726,0.7,30,Jan-23
18346,ΜΟΣΧΑΤΟ,Κλάση Δ,766,351,2.2,13,Jan-23
18346,ΜΟΣΧΑΤΟ,Κλάση Ε,1219,109,11.2,4,Jan-23
18346,ΣΤΑΘΜΟΣ,Κλάση A,75,2545,0.0,100,Jan-23
18346,ΣΤΑΘΜΟΣ,Κλάση Β,956,3583,0.3,133,Jan-23
18346,ΣΤΑΘΜΟΣ,Κλάση Γ,458,708,0.7,28,Jan-23
18346,ΣΤΑΘΜΟΣ,Κλάση Δ,512,318,1.6,14,Jan-23
18346,ΣΤΑΘΜΟΣ,Κλάση Ε,457,79,5.8,3,Jan-23
18450,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση A,54,2169,0.0,76,Jan-23
18450,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Β,565,2285,0.3,81,Jan-23
18450,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Γ,334,487,0.7,19,Jan-23
18450,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Δ,97,61,1.6,3,Jan-23
18450,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση A,1029,42786,0.0,1515,Jan-23
18450,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Β,14207,54276,0.3,1936,Jan-23
18450,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Γ,5789,9173,0.6,357,Jan-23
18450,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Δ,1019,699,1.5,32,Jan-23
18450,ΑΡΜΕΝΙΚΑ,Κλάση A,638,22117,0.0,777,Jan-23
18450,ΑΡΜΕΝΙΚΑ,Κλάση Β,10733,38861,0.3,1351,Jan-23
18450,ΑΡΜΕΝΙΚΑ,Κλάση Γ,3722,5991,0.6,234,Jan-23
18450,ΑΡΜΕΝΙΚΑ,Κλάση Δ,746,331,2.3,14,Jan-23
18450,ΓΕΦΥΡΑ,Κλάση A,267,10947,0.0,389,Jan-23
18450,ΓΕΦΥΡΑ,Κλάση Β,3895,14179,0.3,514,Jan-23
18450,ΓΕΦΥΡΑ,Κλάση Γ,1524,2413,0.6,94,Jan-23
18450,ΓΕΦΥΡΑ,Κλάση Δ,386,255,1.5,11,Jan-23
18450,ΜΑΝΙΑΤΙΚΑ,Κλάση A,104,4093,0.0,151,Jan-23
18450,ΜΑΝΙΑΤΙΚΑ,Κλάση Β,1565,5748,0.3,213,Jan-23
18450,ΜΑΝΙΑΤΙΚΑ,Κλάση Γ,754,1221,0.6,47,Jan-23
18450,ΜΑΝΙΑΤΙΚΑ,Κλάση Δ,216,111,2.0,4,Jan-23
18450,ΝΙΚΑΙΑ,Κλάση A,188,7521,0.0,264,Jan-23
18450,ΝΙΚΑΙΑ,Κλάση Β,3332,12420,0.3,434,Jan-23
18450,ΝΙΚΑΙΑ,Κλάση Γ,1143,1857,0.6,69,Jan-23
18450,ΝΙΚΑΙΑ,Κλάση Δ,159,114,1.4,5,Jan-23
18450,ΟΣΙΑ ΞΕΝΗ,Κλάση A,184,7159,0.0,261,Jan-23
18450,ΟΣΙΑ ΞΕΝΗ,Κλάση Β,3142,11486,0.3,415,Jan-23
18450,ΟΣΙΑ ΞΕΝΗ,Κλάση Γ,1409,2289,0.6,94,Jan-23
18450,ΟΣΙΑ ΞΕΝΗ,Κλάση Δ,188,94,2.0,5,Jan-23
18450,Π. ΚΟΚΚΙΝΙΑ,Κλάση A,136,4600,0.0,170,Jan-23
18450,Π. ΚΟΚΚΙΝΙΑ,Κλάση Β,2279,8402,0.3,302,Jan-23
18450,Π. ΚΟΚΚΙΝΙΑ,Κλάση Γ,824,1332,0.6,48,Jan-23
18450,ΠΕΡΙΒΟΛΑΚΙ,Κλάση A,206,8384,0.0,292,Jan-23
18450,ΠΕΡΙΒΟΛΑΚΙ,Κλάση Β,3728,13611,0.3,471,Jan-23
18450,ΠΕΡΙΒΟΛΑΚΙ,Κλάση Γ,1240,1975,0.6,79,Jan-23
18450,ΠΕΡΙΒΟΛΑΚΙ,Κλάση Δ,440,208,2.1,12,Jan-23
18450,ΧΑΛΚΗΔΟΝΑ,Κλάση A,190,6629,0.0,257,Jan-23
18450,ΧΑΛΚΗΔΟΝΑ,Κλάση Β,3753,13547,0.3,529,Jan-23
18450,ΧΑΛΚΗΔΟΝΑ,Κλάση Γ,1466,2406,0.6,95,Jan-23
18450,ΧΑΛΚΗΔΟΝΑ,Κλάση Δ,104,91,1.1,4,Jan-23
18451,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση A,26,785,0.0,30,Jan-23
18451,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Β,494,1799,0.3,64,Jan-23
18451,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Γ,114,196,0.6,12,Jan-23
18451,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Δ,164,72,2.3,3,Jan-23
18451,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση A,57,2150,0.0,73,Jan-23
18451,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Β,486,1989,0.2,73,Jan-23
18451,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Γ,240,384,0.6,17,Jan-23
18451,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Δ,176,134,1.3,6,Jan-23
18451,ΑΝΑΛΗΨΗ,Κλάση A,1,211,0.0,7,Jan-23
18451,ΑΝΑΛΗΨΗ,Κλάση Β,93,334,0.3,11,Jan-23
18451,ΑΝΑΛΗΨΗ,Κλάση Γ,32,62,0.5,2,Jan-23
18451,ΓΗΠΕΔΟ,Κλάση A,6,187,0.0,185,Jan-23
18451,ΓΗΠΕΔΟ,Κλάση Β,52,212,0.3,7,Jan-23
18451,ΓΗΠΕΔΟ,Κλάση Γ,40,62,0.7,2,Jan-23
18451,ΚΡΗΝΗ,Κλάση A,520,15529,0.0,720,Jan-23
18451,ΚΡΗΝΗ,Κλάση Β,8182,30632,0.3,1034,Jan-23
18451,ΚΡΗΝΗ,Κλάση Γ,2572,4120,0.6,147,Jan-23
18451,ΚΡΗΝΗ,Κλάση Δ,190,96,2.0,4,Jan-23
18451,ΝΕΑΠΟΛΗ,Κλάση A,139,4459,0.0,1140,Jan-23
18451,ΝΕΑΠΟΛΗ,Κλάση Β,1928,7017,0.3,229,Jan-23
18451,ΝΕΑΠΟΛΗ,Κλάση Γ,944,1479,0.6,48,Jan-23
18451,ΝΕΑΠΟΛΗ,Κλάση Δ,288,186,1.6,6,Jan-23
18451,ΝΙΚΑΙΑ,Κλάση A,106,3048,0.0,157,Jan-23
18451,ΝΙΚΑΙΑ,Κλάση Β,1941,6974,0.3,240,Jan-23
18451,ΝΙΚΑΙΑ,Κλάση Γ,717,1190,0.6,45,Jan-23
18451,ΝΙΚΑΙΑ,Κλάση Δ,96,72,1.3,3,Jan-23
18451,ΟΣΙΑ ΞΕΝΗ,Κλάση A,387,13008,0.0,468,Jan-23
18451,ΟΣΙΑ ΞΕΝΗ,Κλάση Β,6908,25582,0.3,907,Jan-23
18451,ΟΣΙΑ ΞΕΝΗ,Κλάση Γ,2745,4611,0.6,186,Jan-23
18451,ΟΣΙΑ ΞΕΝΗ,Κλάση Δ,618,335,1.8,15,Jan-23
18451,ΟΣΙΑ ΞΕΝΗ,Κλάση Ε,262,38,6.9,2,Jan-23
18451,ΧΑΛΚΗΔΟΝΑ,Κλάση A,1183,35534,0.0,1359,Jan-23
18451,ΧΑΛΚΗΔΟΝΑ,Κλάση Β,22298,80980,0.3,2833,Jan-23
18451,ΧΑΛΚΗΔΟΝΑ,Κλάση Γ,7423,12254,0.6,486,Jan-23
18451,ΧΑΛΚΗΔΟΝΑ,Κλάση Δ,919,565,1.6,28,Jan-23
18451,ΧΑΛΚΗΔΟΝΑ,Κλάση Ε,906,95,9.5,4,Jan-23
18452,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση A,26,744,0.0,24,Jan-23
18452,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Β,333,1240,0.3,40,Jan-23
18452,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Γ,198,341,0.6,11,Jan-23
18452,ΑΝΑΛΗΨΗ,Κλάση A,630,20841,0.0,711,Jan-23
18452,ΑΝΑΛΗΨΗ,Κλάση Β,14869,52791,0.3,1706,Jan-23
18452,ΑΝΑΛΗΨΗ,Κλάση Γ,6141,9982,0.6,322,Jan-23
18452,ΑΝΑΛΗΨΗ,Κλάση Δ,547,404,1.4,14,Jan-23
18452,ΑΝΑΛΗΨΗ,Κλάση Ε,451,61,7.4,2,Jan-23
18452,ΚΑΜΕΝΑ,Κλάση A,52,2410,0.0,311,Jan-23
18452,ΚΑΜΕΝΑ,Κλάση Β,1443,4771,0.3,154,Jan-23
18452,ΚΑΜΕΝΑ,Κλάση Γ,640,1085,0.6,35,Jan-23
18452,ΝΕΑΠΟΛΗ,Κλάση A,1535,48211,0.0,1886,Jan-23
18452,ΝΕΑΠΟΛΗ,Κλάση Β,32797,117197,0.3,3807,Jan-23
18452,ΝΕΑΠΟΛΗ,Κλάση Γ,14440,23375,0.6,763,Jan-23
18452,ΝΕΑΠΟΛΗ,Κλάση Δ,1473,931,1.6,31,Jan-23
18452,ΝΕΑΠΟΛΗ,Κλάση Ε,1102,139,7.9,5,Jan-23
18452,ΝΙΚΑΙΑ,Κλάση A,32,1271,0.0,41,Jan-23
18452,ΝΙΚΑΙΑ,Κλάση Β,1005,3658,0.3,118,Jan-23
18452,ΝΙΚΑΙΑ,Κλάση Γ,382,589,0.7,19,Jan-23
18453,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση A,206,10068,0.0,349,Jan-23
18453,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Β,3737,14092,0.3,492,Jan-23
18453,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Γ,1558,2427,0.6,95,Jan-23
18453,ΑΓ. ΓΕΩΡΓΙΟΣ,Κλάση Δ,97,56,1.7,3,Jan-23
18453,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση A,567,22008,0.0,770,Jan-23
18453,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Β,8899,33185,0.3,1154,Jan-23
18453,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Γ,3219,5066,0.6,192,Jan-23
18453,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Δ,380,217,1.8,11,Jan-23
18453,ΑΝΑΛΗΨΗ,Κλάση A,0,126,0.0,15,Jan-23
18453,ΑΝΑΛΗΨΗ,Κλάση Β,63,217,0.3,7,Jan-23
18453,ΚΡΗΝΗ,Κλάση A,509,18392,0.0,1087,Jan-23
18453,ΚΡΗΝΗ,Κλάση Β,9476,34953,0.3,1195,Jan-23
18453,ΚΡΗΝΗ,Κλάση Γ,3668,6043,0.6,218,Jan-23
18453,ΚΡΗΝΗ,Κλάση Δ,286,168,1.7,6,Jan-23
18453,ΚΡΗΝΗ,Κλάση Ε,378,42,9.0,2,Jan-23
18453,ΝΕΑΠΟΛΗ,Κλάση A,6,334,0.0,31,Jan-23
18453,ΝΕΑΠΟΛΗ,Κλάση Β,138,578,0.2,19,Jan-23
18453,ΝΕΑΠΟΛΗ,Κλάση Γ,81,120,0.7,4,Jan-23
18453,ΝΙΚΑΙΑ,Κλάση A,58,2379,0.0,83,Jan-23
18453,ΝΙΚΑΙΑ,Κλάση Β,1244,4595,0.3,159,Jan-23
18453,ΝΙΚΑΙΑ,Κλάση Γ,404,652,0.6,26,Jan-23
18453,ΟΣΙΑ ΞΕΝΗ,Κλάση A,366,14742,0.0,523,Jan-23
18453,ΟΣΙΑ ΞΕΝΗ,Κλάση Β,6316,23695,0.3,849,Jan-23
18453,ΟΣΙΑ ΞΕΝΗ,Κλάση Γ,2344,3809,0.6,158,Jan-23
18453,ΟΣΙΑ ΞΕΝΗ,Κλάση Δ,227,165,1.4,8,Jan-23
18453,ΠΕΡΙΒΟΛΑΚΙ,Κλάση A,170,5203,0.0,184,Jan-23
18453,ΠΕΡΙΒΟΛΑΚΙ,Κλάση Β,1906,7458,0.3,261,Jan-23
18453,ΠΕΡΙΒΟΛΑΚΙ,Κλάση Γ,722,1182,0.6,46,Jan-23
18453,ΠΕΡΙΒΟΛΑΚΙ,Κλάση Δ,165,97,1.7,4,Jan-23
18454,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση A,124,3732,0.0,132,Jan-23
18454,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Β,1241,4972,0.3,173,Jan-23
18454,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Γ,482,798,0.6,30,Jan-23
18454,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Δ,246,124,2.0,5,Jan-23
18454,ΑΓ. ΝΙΚΟΛΑΟΣ,Κλάση Ε,3932,51,77.1,2,Jan-23
18454,ΑΡΜΕΝΙΚΑ,Κλάση A,215,7287,0.0,265,Jan-23
18454,ΑΡΜΕΝΙΚΑ,Κλάση Β,4526,16012,0.3,558,Jan-23
18454,ΑΡΜΕΝΙΚΑ,Κλάση Γ,1453,2365,0.6,91,Jan-23
18454,ΑΡΜΕΝΙΚΑ,Κλάση Δ,460,224,2.1,9,Jan-23
18454,ΑΣΠΡΑ ΧΩΜΑΤΑ,Κλάση A,961,31443,0.0,1110,Jan-23
18454,ΑΣΠΡΑ ΧΩΜΑΤΑ,Κλάση Β,14649,54348,0.3,1895,Jan-23
18454,ΑΣΠΡΑ ΧΩΜΑΤΑ,Κλάση Γ,4821,7899,0.6,309,Jan-23
18454,ΑΣΠΡΑ ΧΩΜΑΤΑ,Κλάση Δ,1026,677,1.5,31,Jan-23
18454,Γ ΝΕΚΡΟΤΑΦΕΙΟ,Κλάση A,787,24230,0.0,849,Jan-23
18454,Γ ΝΕΚΡΟΤΑΦΕΙΟ,Κλάση Β,11964,44406,0.3,1548,Jan-23
18454,Γ ΝΕΚΡΟΤΑΦΕΙΟ,Κλάση Γ,3858,6135,0.6,248,Jan-23
18454,Γ ΝΕΚΡΟΤΑΦΕΙΟ,Κλάση Δ,691,409,1.7,21,Jan-23
18454,Γ ΝΕΚΡΟΤΑΦΕΙΟ,Κλάση Ε,147,26,5.7,2,Jan-23
18454,ΚΡΑΤΙΚΟ,Κλάση A,103,3530,0.0,122,Jan-23
18454,ΚΡΑΤΙΚΟ,Κλάση Β,948,3459,0.3,125,Jan-23
18454,ΚΡΑΤΙΚΟ,Κλάση Γ,752,1151,0.7,48,Jan-23
18454,ΚΡΑΤΙΚΟ,Κλάση Δ,454,244,1.9,11,Jan-23
18454,ΚΡΑΤΙΚΟ,Κλάση Ε,376,62,6.1,2,Jan-23
18454,ΝΙΚΑΙΑ,Κλάση A,2,62,0.0,2,Jan-23
18454,ΝΙΚΑΙΑ,Κλάση Β,34,93,0.4,3,Jan-23
18454,ΝΙΚΑΙΑ,Κλάση Γ,40,62,0.7,2,Jan-23
18454,Π. ΚΟΚΚΙΝΙΑ,Κλάση A,466,17107,0.0,591,Jan-23
18454,Π. ΚΟΚΚΙΝΙΑ,Κλάση Β,8289,29791,0.3,1047,Jan-23
18454,Π. ΚΟΚΚΙΝΙΑ,Κλάση Γ,3448,5559,0.6,212,Jan-23
18454,Π. ΚΟΚΚΙΝΙΑ,Κλάση Δ,421,268,1.6,11,Jan-23
18454,ΠΑΙΔΙΚΗ ΣΤΕΓΗ,Κλάση A,273,8507,0.0,305,Jan-23
18454,ΠΑΙΔΙΚΗ ΣΤΕΓΗ,Κλάση Β,4164,15303,0.3,531,Jan-23
