date,Title,Name,Address,IsActive,IsScheduled,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΣΑΛΑΜΙΝΑ,Αθανασίου Διάκου και Σαλαμίνος,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΠΕΝΤΕΛΗ,Μπουμπουλίνας και Μαντώς Μαυρογένους,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΠΕΝΤΕΛΗ,Μπουμπουλίνας και Μαντώς Μαυρογένους,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΖΕΦΥΡΙ,Ανεξαρτησίας και Μιαούλη,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΖΕΦΥΡΙ,Ανεξαρτησίας και Μιαούλη,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΤΕΡΨΙΘΕΑ,Αιγύπτου και Λευκωσίας,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΛΥΦΑΔΑ,Αιγύπτου και Λευκωσίας,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΠΑΤΗΣΙΑ,Ταϋγέτου και Σκιάθου,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΘΗΝΑ,Ταϋγέτου και Σκιάθου,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΛΥΚΑ ΝΕΡΑ,Σμύρνης και Λευκάδος,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΛΥΚΑ ΝΕΡΑ,Σμύρνης και Λευκάδος,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΜΕΝΙΔΙ,Εθνικής Αντιστάσεως και Παγκάλου,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΧΑΡΝΕΣ,Εθνικής Αντιστάσεως και Παγκάλου,False,False,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΗΛΙΟΥΠΟΛΗ,Υπερείδου και Διογένους,False,True,
2023/01/03,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΗΛΙΟΥΠΟΛΗ,Υπερείδου και Διογένους,False,True,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΠΕΙΡΑΙΑΣ,Μακράς Στοάς και Ιπποκράτους,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΠΕΙΡΑΙΑΣ,Μακράς Στοάς και Ιπποκράτους,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΛΥΦΑΔΑ,Αγίου Νικολάου και Σάκη Καράγιωργα,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΛΥΦΑΔΑ,Αγίου Νικολάου και Σάκη Καράγιωργα,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΣΑΛΑΜΙΝΑ,Λεωφόρος Κύριζας και Τήνου,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΣΑΛΑΜΙΝΑ,Λεωφόρος Κύριζας και Τήνου,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΝΕΑ ΣΜΥΡΝΗ,Αρτάκης και Τραπεζούντος,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΣΜΥΡΝΗ Π,Αρτάκης και Τραπεζούντος,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΗΛΙΟΥΠΟΛΗ,Τζουμαγιάς και Γαρδίκη,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΗΛΙΟΥΠΟΛΗ,Τζουμαγιάς και Γαρδίκη,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΗΛΙΟΥΠΟΛΗ,Πυθαγόρα και Ξενοφώντος,False,True,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΗΛΙΟΥΠΟΛΗ,Πυθαγόρα και Ξενοφώντος,False,True,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΜΕΛΙΣΣΙΑ,Ήρας και Εστίας,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΜΕΛΙΣΣΙΑ,Ήρας και Εστίας,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΚΗΦΙΣΙΑ,Αύρας και Σύρου,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΚΕΦΑΛΑΡΙ,Αύρας και Σύρου,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΛΥΦΑΔΑ,Αγ. Νικολάου & Σ. Καράγιωργα,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΛΥΦΑΔΑ,Αγ. Νικολάου & Σ. Καράγιωργα,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΝΕΑ ΣΜΥΡΝΗ,Χαριουπόλεως & Λ. Συγγρού,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΣΜΥΡΝΗ Α,Χαριουπόλεως & Λ. Συγγρού,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΛΥΦΑΔΑ,Ζαμάνου & Χριστόφορου Νέζερ,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΛΥΦΑΔΑ,Ζαμάνου & Χριστόφορου Νέζερ,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΛΥΦΑΔΑ,Α. Παναγούλη & Β. Τσιτσάνη,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΛΥΦΑΔΑ,Α. Παναγούλη & Β. Τσιτσάνη,False,False,
2023/01/04,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ,Παρνασσού και Πίνδου,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΜΕΛΙΣΣΙΑ,Αγίου Σύλλα και Ερμού,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΜΕΛΙΣΣΙΑ,Αγίου Σύλλα και Ερμού,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΣΑΛΑΜΙΝΑ,Εθνικής Αντιστάσεως και Κυκλάδων (περιοχή Στενό Φανερωμένης),False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΣΑΛΑΜΙΝΑ,Εθνικής Αντιστάσεως και Κυκλάδων (περιοχή Στενό Φανερωμένης),False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΚΗΦΙΣΙΑ,Πέλλης και Φαιστού,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΚΗΦΙΣΙΑ,Πέλλης και Φαιστού,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΣΑΛΑΜΙΝΑ,Μυκόνου και Κυθήρων ΠΕΡΙΟΧΗ ΡΕΣΤΗ,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΣΑΛΑΜΙΝΑ,Μυκόνου και Κυθήρων ΠΕΡΙΟΧΗ ΡΕΣΤΗ,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΣΠΡΟΠΥΡΓΟΣ,Αγ.Ιωάννου Προδρόμου και Αγγελοπούλου,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΣΠΡΟΠΥΡΓΟΣ,Αγ.Ιωάννου Προδρόμου και Αγγελοπούλου,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΗΛΙΟΥΠΟΛΗ,Πυθαγόρα και Ξενοφωντος,False,True,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΗΛΙΟΥΠΟΛΗ,Πυθαγόρα και Ξενοφωντος,False,True,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΕΛΛΗΝΟΡΩΣΩΝ,Π. Δέλτα & Δ. Καμπούρογλου,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΘΗΝΑ,Π. Δέλτα & Δ. Καμπούρογλου,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΝΕΑ ΣΜΥΡΝΗ,Τραπεζούντος & Αμισού,False,False,
2023/01/05,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΣΜΥΡΝΗ Π,Τραπεζούντος & Αμισού,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΓΚΥΖΗ,Αμφείας και Μεγαλουπόλεως,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΘΗΝΑ,Αμφείας και Μεγαλουπόλεως,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΜΑΓΟΥΛΑ,Δαυίδ Αμαρίλιο 4 Πάροδος,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΜΑΓΟΥΛΑ,Δαυίδ Αμαρίλιο 4 Πάροδος,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΒΟΥΛΑ,Ιωάννη Μεταξά και Κανάρη,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΒΟΥΛΑ,Ιωάννη Μεταξά και Κανάρη,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΧΑΙΔΑΡΙΟΥ,Κωνσταντινουπόλεως και Κορυτσάς,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΧΑΙΔΑΡΙ,Κωνσταντινουπόλεως και Κορυτσάς,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ,Ηπείρου και Κοραή,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΓ. ΠΑΡΑΣΚΕΥΗ,Ηπείρου και Κοραή,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΠΑΛΑΤΙΑΝΗ,Λεοντίου και Πωγωνάτου,False,False,
2023/01/06,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΙΛΙΟΝ,Λεοντίου και Πωγωνάτου,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΖΩΟΔΟΧΟΣ ΠΗΓΗ,Φλέμινγκ και Ζωοδόχου Πηγής,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΒΥΡΩΝΑΣ,Φλέμινγκ και Ζωοδόχου Πηγής,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΚΟΡΥΔΑΛΛΟΣ,Φιλικής Εταιρείας και Θερμοπυλών,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΚΟΡΥΔΑΛΛΟΣ,Φιλικής Εταιρείας και Θερμοπυλών,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΣΑΛΑΜΙΝΑ,"Αγίων Δέκα και Αγίου Προκοπίου, περιοχή Ρέστη",False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΣΑΛΑΜΙΝΑ,"Αγίων Δέκα και Αγίου Προκοπίου, περιοχή Ρέστη",False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΓΙΟΣ ΙΩΑΝΝΗΣ ΡΕΝΤΗΣ,Λεωφ. Κηφισσού και Καζαντζάκη Νίκου,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΓ. Ι. ΡΕΝΤΗΣ,Λεωφ. Κηφισσού και Καζαντζάκη Νίκου,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΕΛΕΥΣΙΝΑ,Καραϊσκάκη και Κανελλοπούλου,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΕΛΕΥΣΙΝΑ,Καραϊσκάκη και Κανελλοπούλου,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΝΩ ΠΑΤΗΣΙΑ,Λεωφ. Ηρακλείου και Ζαμπελίου,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΘΗΝΑ,Λεωφ. Ηρακλείου και Ζαμπελίου,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΠΑΛΑΙΟ ΦΑΛΗΡΟ,Κολοκοτρώνη και Ναυπλίου.,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Π. ΦΑΛΗΡΟ,Κολοκοτρώνη και Ναυπλίου.,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΜΕΛΙΣΣΙΑ,Αγίας Μαρίνας και Σοράνογλου,False,False,
2023/01/07,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΜΕΛΙΣΣΙΑ,Αγίας Μαρίνας και Σοράνογλου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΝΕΑ ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΝΕΑ ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΝΕΑ ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΝΕΑ ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΝΕΑ ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΝΕΑ ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΝΕΑ ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΠΕΡΑΜΟΣ,3ης Σεπτεμβρίου και Αγ.Δημητρίου,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΝΕΑ ΣΜΥΡΝΗ,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΣΜΥΡΝΗ Π,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΣΜΥΡΝΗ Α,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,Ν. ΚΟΣΜΟΣ,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΚΑΛΛΙΘΕΑ,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΚΑΛΛΙΘΕΑ,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΔΑΦΝΗ,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΔΑΦΝΗ,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΛΙΜΟΣ Α,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΛΙΜΟΣ,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΘΗΝΑ,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΓ. ΔΗΜΗΤΡΙΟΣ Π,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
2023/01/08,ΔΙΑΚΟΠΗ ΥΔΡΕΥΣΗΣ,ΑΓ. ΔΗΜΗΤΡΙΟΣ Α,Έκτακτη βλάβη σε δεξαμενή της Ε.ΥΔ.Α.Π. και επηρεάζει τις δηλωμένες περιοχές.,False,False,
