Ημερομηνία,ΟΣΥ,ΣΤΑΣΥ,Γραμμή 1,Γραμμή 2,Γραμμή 3,Αεροδρόμιο,ΤΡΑΜ,ΚΤΕΛ,ΣΥΝΟΛΟ ΟΣΥ ΣΤΑΣΥ,ΣΥΝΟΛΟ ΟΣΥ ΚΤΕΛ,ΓΕΝΙΚΟ ΣΥΝΟΛΟ ΟΣΥ ΚΤΕΛ ΣΤΑΣΥ
1/12/2019,169547,822673,254944,315728,234614,9082,8305,0,992220,169547,992220
2/12/2019,442323,1546800,466678,596524,455022,14621,13955,0,1989123,442323,1989123
3/12/2019,457612,1585141,476737,615771,464931,14136,13566,0,2042753,457612,2042753
4/12/2019,403858,1503143,446832,582924,447116,13905,12366,0,1907001,403858,1907001
5/12/2019,426160,1580849,478838,607329,467314,13970,13398,0,2007009,426160,2007009
6/12/2019,370845,1472851,479837,532771,438312,14270,7661,0,1843696,370845,1843696
7/12/2019,258444,1033556,326619,399863,290251,9707,7116,0,1292000,258444,1292000
8/12/2019,167239,811665,249660,306166,238359,8962,8518,0,978904,167239,978904
9/12/2019,435369,1565491,470008,611149,456940,13798,13596,0,2000860,435369,2000860
10/12/2019,370524,1505318,442491,593666,444592,13129,11440,0,1875842,370524,1875842
11/12/2019,369557,1556266,460059,613530,457717,13231,11729,0,1925823,369557,1925823
12/12/2019,380947,1577812,462299,623291,466151,13452,12619,0,1958759,380947,1958759
13/12/2019,390865,1636622,490549,641386,479926,14410,10351,0,2027487,390865,2027487
14/12/2019,186056,914023,274505,370707,255436,8582,4793,0,1100079,186056,1100079
15/12/2019,193960,1080755,318632,445270,298428,10054,8371,0,1274715,193960,1274715
16/12/2019,413827,1604589,471882,632829,471670,14163,14045,0,2018416,413827,2018416
17/12/2019,394368,1397084,485639,517884,369079,11568,12914,0,1791452,394368,1791452
18/12/2019,405821,1678554,502177,657773,491163,14594,12847,0,2084375,405821,2084375
19/12/2019,411368,1654610,493681,646209,486828,14397,13495,0,2065978,411368,2065978
20/12/2019,406010,1679905,504999,665367,485064,14914,9561,0,2085915,406010,2085915
21/12/2019,274250,1207435,364697,495443,329109,10799,7387,0,1481685,274250,1481685
22/12/2019,187262,987637,298080,407751,271617,9234,955,0,1174899,187262,1174899
23/12/2019,382822,1470369,446894,595542,404855,13419,9659,0,1853191,382822,1853191
24/12/2019,282104,1217368,376559,507247,314063,11242,8257,0,1499472,282104,1499472
25/12/2019,82637,462466,145604,184942,123564,4378,3978,0,545103,82637,545103
26/12/2019,115647,669333,199672,272346,183215,7879,6221,0,784980,115647,784980
27/12/2019,323130,1324459,402331,553840,347815,12919,7554,0,1647589,323130,1647589
28/12/2019,212140,1014573,308494,422645,264486,10032,8916,0,1226713,212140,1226713
29/12/2019,124510,749069,226771,316388,191257,7592,7061,0,873579,124510,873579
30/12/2019,197734,1062207,319535,449286,275417,9717,8252,0,1259941,197734,1259941
31/12/2019,202005,942950,289212,402459,235152,6573,9554,0,1144955,202005,1144955
1/1/2020,65412,372917,120277,146264,98043,4737,3596,0,438329,65412,438329
2/1/2020,182475,837898,253921,334575,233852,8861,6689,0,1020373,182475,1020373
3/1/2020,300695,1236481,375602,512217,331085,10992,6585,0,1537176,300695,1537176
4/1/2020,236773,861562,208453,388522,246843,9516,8228,0,1098335,236773,1098335
5/1/2020,124411,618143,193705,241918,170818,7370,4332,0,742554,124411,742554
6/1/2020,77549,394428,128760,152972,103592,5909,3195,0,471977,77549,471977
7/1/2020,308023,1236043,370233,493728,350737,11092,10253,0,1544066,308023,1544066
8/1/2020,364621,1430172,425283,559612,419766,12501,13010,0,1794793,364621,1794793
9/1/2020,382975,1480484,438902,580732,436971,12211,11668,0,1863459,382975,1863459
10/1/2020,283980,1547550,456338,614773,454341,13130,8968,0,1831530,283980,1831530
11/1/2020,240154,989423,302904,396455,275397,8790,5877,0,1229577,240154,1229577
12/1/2020,152814,729283,222230,281974,209748,7823,7508,0,882097,152814,882097
13/1/2020,413840,1508377,448556,590140,441994,13260,14427,0,1922217,413840,1922217
14/1/2020,429857,1523547,455469,597020,444050,12467,14541,0,1953404,429857,1953404
15/1/2020,424593,1507139,452145,587265,443207,12649,11873,0,1931732,424593,1931732
16/1/2020,425370,1516479,451424,595643,443636,12646,13130,0,1941849,425370,1941849
17/1/2020,405993,1504524,447971,597243,436541,13391,9378,0,1910517,405993,1910517
18/1/2020,232978,945991,293419,381460,257902,8488,4722,0,1178969,232978,1178969
19/1/2020,161666,782634,256869,291521,218664,7420,8160,0,944300,161666,944300
20/1/2020,402685,1429749,424405,556859,423568,12795,12122,0,1832434,402685,1832434
21/1/2020,390723,1459688,432187,575298,428530,12399,11274,0,1850411,390723,1850411
22/1/2020,411678,1482746,438866,581316,436827,12685,13052,0,1894424,411678,1894424
23/1/2020,410628,1484544,438517,582635,436518,12901,13973,0,1895172,410628,1895172
24/1/2020,413986,1501171,451024,590786,436672,13862,8827,0,1915157,413986,1915157
25/1/2020,253915,1012945,310003,408822,277136,9413,7571,0,1266860,253915,1266860
26/1/2020,156209,708874,220659,271461,201432,8060,7262,0,865083,156209,865083
27/1/2020,394753,1399369,415382,547391,412497,13147,10952,0,1794122,394753,1794122
28/1/2020,430285,1472027,440158,577674,427643,12220,14332,0,1902312,430285,1902312
29/1/2020,425836,1477648,442175,573540,435419,12615,13899,0,1903484,425836,1903484
30/1/2020,409918,1435941,425439,565113,418408,12562,14419,0,1845859,409918,1845859
31/1/2020,419193,1464007,447968,560254,432998,13665,9122,0,1883200,419193,1883200
1/2/2020,255331,977772,309629,390103,262863,9099,6078,0,1233103,255331,1233103
2/2/2020,164923,770756,239470,298935,215358,8205,8788,0,935679,164923,935679
3/2/2020,428110,1245513,433523,362064,423103,12895,13928,0,1673623,428110,1673623
4/2/2020,424697,1478390,441394,581428,429496,12368,13704,0,1903087,424697,1903087
5/2/2020,388643,1397617,415606,547484,410412,11875,12240,0,1786260,388643,1786260
6/2/2020,364225,1389790,409014,549063,408492,11821,11400,0,1754015,364225,1754015
7/2/2020,383639,1462168,434884,578480,427155,13438,8211,0,1845807,383639,1845807
8/2/2020,227767,916538,278542,367339,254880,9797,5980,0,1144305,227767,1144305
9/2/2020,134086,717657,220149,274022,206900,8730,7856,0,851743,134086,851743
10/2/2020,405708,1465299,435624,571195,431986,13463,13031,0,1871007,405708,1871007
11/2/2020,419913,1469798,441418,573595,427981,12308,14496,0,1889711,419913,1889711
12/2/2020,419126,1478646,445841,575013,432343,12883,12566,0,1897772,419126,1897772
13/2/2020,417348,1496007,430124,594568,443436,12820,15059,0,1913355,417348,1913355
14/2/2020,401999,1491746,444952,587387,436961,14073,8373,0,1893745,401999,1893745
15/2/2020,226287,906948,281670,361821,250305,8720,4432,0,1133235,226287,1133235
16/2/2020,158271,720958,223404,275814,206056,8270,7414,0,879229,158271,879229
17/2/2020,423728,1492114,445879,582381,436971,13983,12900,0,1915842,423728,1915842
18/2/2020,0,0,0,0,0,0,0,0,0,0,0
19/2/2020,437535,1568983,468865,613894,457011,13939,15274,0,2006518,437535,2006518
20/2/2020,382070,1452972,434203,564349,430205,13217,10998,0,1835042,382070,1835042
21/2/2020,391448,1457286,441064,569540,424694,13459,8529,0,1848734,391448,1848734
22/2/2020,226660,904058,277004,363147,250428,8725,4754,0,1130718,226660,1130718
23/2/2020,147426,714704,218674,274303,206985,8034,6708,0,862130,147426,862130
24/2/2020,420101,1478296,441042,575308,434417,13808,13721,0,1898397,420101,1898397
25/2/2020,423335,1496883,449072,582041,439066,13465,13239,0,1920218,423335,1920218
26/2/2020,415035,1467258,436041,572107,433523,13273,12314,0,1882293,415035,1882293
27/2/2020,399998,1558492,426443,563889,542339,12621,13200,0,1958490,399998,1958490
28/2/2020,376920,1309545,402720,512789,374548,12388,7100,0,1686465,376920,1686465
29/2/2020,210556,739091,240151,295252,191972,7075,4641,0,949647,210556,949647
1/3/2020,130441,560700,181999,215573,151342,6158,5628,0,691141,130441,691141
2/3/2020,108428,427467,148876,157349,109611,5654,5977,0,535895,108428,535895
3/3/2020,380645,1337342,408890,518733,385614,11943,12162,0,1717987,380645,1717987
4/3/2020,393139,1058688,407280,528328,100589,11886,10605,0,1451827,393139,1451827
5/3/2020,397137,1397835,420140,550605,410749,12051,4290,0,1794972,397137,1794972
6/3/2020,386237,1368637,416357,537937,395188,11821,7334,0,1754874,386237,1754874
7/3/2020,220988,819332,261969,324042,220871,7343,5107,0,1040320,220988,1040320
8/3/2020,127914,604067,187978,234323,169289,6753,5724,0,731981,127914,731981
9/3/2020,281338,1141468,340661,446142,337400,10091,7174,0,1422806,281338,1422806
10/3/2020,360043,1255308,384276,487586,363133,10107,10206,0,1615351,360043,1615351
11/3/2020,285771,984946,303959,383828,279338,8887,8934,0,1270717,285771,1270717
12/3/2020,257205,860944,272995,333342,238736,7625,8246,0,1118149,257205,1118149
13/3/2020,214673,723061,235336,282376,194918,6601,3830,0,937734,214673,937734
14/3/2020,96807,288243,106604,112193,64448,3152,1846,0,385050,96807,385050
15/3/2020,45398,160411,60549,59569,35927,2552,1814,0,205809,45398,205809
16/3/2020,99887,344135,115710,132015,91044,3257,2109,0,444022,99887,444022
17/3/2020,94074,305679,106172,116276,78675,2498,2058,0,399753,94074,399753
18/3/2020,77941,250028,87358,93039,65496,2323,1812,0,327969,77941,327969
19/3/2020,74193,235363,83841,86812,61344,1850,1516,0,309556,74193,309556
20/3/2020,74248,230110,82543,84563,59573,1916,1515,0,304358,74248,304358
21/3/2020,44104,134511,52428,49035,30753,1240,1055,0,178615,44104,178615
22/3/2020,26410,94660,37189,33791,22003,1064,613,0,121070,26410,121070
23/3/2020,47402,152295,52952,54969,42252,1236,886,0,199697,47402,199697
24/3/2020,49078,151687,53627,54719,41324,1126,891,0,200765,49078,200765
25/3/2020,15195,55738,21870,18523,14491,512,342,0,70933,15195,70933
26/3/2020,46407,149215,51989,54090,41272,957,907,0,195622,46407,195622
27/3/2020,45827,153636,54030,55819,41862,962,963,0,199463,45827,199463
28/3/2020,30544,91631,36019,32228,22027,602,755,0,122175,30544,122175
29/3/2020,14732,55828,22434,18278,14428,397,291,0,70560,14732,70560
30/3/2020,55772,168523,60272,60724,45254,1073,1200,0,224295,55772,224295
31/3/2020,56040,166505,59798,60123,44470,1006,1108,0,222545,56040,222545
1/4/2020,52832,161995,57601,58614,43606,961,1213,0,214827,52832,214827
2/4/2020,65584,164552,59148,59397,43903,940,1164,0,230136,65584,230136
3/4/2020,53465,164746,59083,60247,43400,921,1095,0,218211,53465,218211
4/4/2020,26719,87934,34383,31143,21299,492,617,0,114653,26719,114653
5/4/2020,14411,55210,22050,18492,14003,318,347,0,69621,14411,69621
6/4/2020,49295,160673,57009,58825,42973,869,997,0,209968,49295,209968
7/4/2020,48121,157598,55478,57592,42581,933,1014,0,205719,48121,205719
8/4/2020,51598,159891,56437,58832,42466,929,1227,0,211489,51598,211489
9/4/2020,53084,163092,58380,59082,43548,947,1135,0,216176,53084,216176
10/4/2020,56007,167696,60139,61026,44451,953,1127,0,223703,56007,223703
11/4/2020,32119,99889,39619,35403,23665,554,648,0,132008,32119,132008
12/4/2020,20547,67741,27394,22628,16735,351,633,0,88288,20547,88288
13/4/2020,54329,169391,60871,61263,45151,941,1165,0,223720,54329,223720
14/4/2020,54793,166629,59328,60782,44453,887,1179,0,221422,54793,221422
15/4/2020,55007,168398,60682,61197,44369,943,1207,0,223405,55007,223405
16/4/2020,54712,165513,60536,60032,42867,811,1267,0,220225,54712,220225
17/4/2020,30105,95239,38074,33639,22505,463,558,0,125344,30105,125344
18/4/2020,25777,82978,33353,28651,19700,358,916,0,108755,25777,108755
19/4/2020,8348,38842,16266,12017,10182,207,170,0,47190,8348,47190
20/4/2020,13943,51989,21554,16769,12972,298,396,0,65932,13943,65932
21/4/2020,52008,166209,60416,59948,43657,1000,1188,0,218217,52008,218217
22/4/2020,54364,165703,60964,57774,44806,979,1180,0,220067,54364,220067
23/4/2020,55827,176525,62822,66027,45524,926,1226,0,232352,55827,232352
24/4/2020,58653,178906,65111,64516,46926,978,1375,0,237559,58653,237559
25/4/2020,35654,112068,44702,39422,26566,562,816,0,147722,35654,147722
26/4/2020,19390,70498,29240,23358,17033,382,485,0,89888,19390,89888
27/4/2020,63235,194785,69761,70357,52005,1053,1609,0,258020,63235,258020
28/4/2020,62524,195714,70470,71022,51829,1059,1334,0,258238,62524,258238
29/4/2020,64214,197943,70963,72352,51987,1098,1543,0,262157,64214,262157
30/4/2020,67529,207799,74912,75646,54461,1080,1700,0,275328,67529,275328
1/5/2020,21852,46532,828,26884,18163,0,657,0,68384,21852,68384
2/5/2020,40748,122570,49621,43038,28313,605,993,0,163318,40748,163318
3/5/2020,23279,81721,33497,27632,19472,421,699,0,105000,23279,105000
4/5/2020,107698,349876,122884,134306,88010,2019,2657,0,457574,107698,457574
5/5/2020,119210,367395,128569,139648,93583,2173,3422,0,486605,119210,486605
6/5/2020,118392,367157,128400,138518,94378,2188,3673,0,485549,118392,485549
7/5/2020,117599,374509,129049,144105,95845,2036,3474,0,492108,117599,492108
8/5/2020,123383,385613,134490,146936,98197,2196,3794,0,508996,123383,508996
9/5/2020,82293,267389,99595,100525,62549,1497,3223,0,349682,82293,349682
10/5/2020,52227,193687,73544,72802,43320,1209,2812,0,245914,52227,245914
11/5/2020,143996,453777,155272,174939,116847,2506,4213,0,597773,143996,597773
12/5/2020,147715,470977,160441,182053,120737,2591,5155,0,618692,147715,618692
13/5/2020,144437,475461,158884,186084,123517,2634,4342,0,619898,144437,619898
14/5/2020,148380,482014,162658,186308,125520,2629,4899,0,630394,148380,630394
15/5/2020,149784,497382,168174,193610,127514,2785,5299,0,647166,149784,647166
16/5/2020,96035,333805,120299,130165,77189,1960,4192,0,429840,96035,429840
17/5/2020,58524,221737,82040,85330,49752,1413,3202,0,280261,58524,280261
18/5/2020,159695,543997,184606,209882,141024,3399,5086,0,703692,159695,703692
19/5/2020,165141,573537,192125,224595,148147,3374,5296,0,738678,165141,738678
20/5/2020,167946,575979,194132,223129,150048,3374,5296,0,743925,167946,743925
21/5/2020,164745,585307,197352,226337,152129,3409,6080,0,750052,164745,750052
22/5/2020,170392,588693,198534,228365,153301,3456,5037,0,759085,170392,759085
23/5/2020,114034,403395,147096,153994,95723,2394,4188,0,517429,114034,517429
24/5/2020,69971,278538,103039,106219,63694,1917,3669,0,348509,69971,348509
25/5/2020,182120,635824,214469,243847,168081,3844,5583,0,817944,182120,817944
26/5/2020,168219,608696,202432,234431,162814,3526,5493,0,776915,168219,776915
27/5/2020,174119,630881,210579,243045,168570,3679,5008,0,805000,174119,805000
28/5/2020,175191,646126,211925,251156,173332,3740,5973,0,821317,175191,821317
29/5/2020,186937,691546,227798,270175,183964,3960,5649,0,878483,186937,878483
30/5/2020,127313,493322,175550,189242,120376,2705,5449,0,620635,127313,620635
31/5/2020,79594,327685,119438,122255,80204,2091,3697,0,407279,79594,407279
1/6/2020,200809,731067,238204,283920,198174,4652,6117,0,931876,200809,931876
2/6/2020,213278,783782,254620,305295,212421,4680,6766,0,997060,213278,997060
3/6/2020,208888,786526,254102,307930,212332,4902,7260,0,995414,208888,995414
4/6/2020,218354,838344,270132,327995,227890,4907,7420,0,1056698,218354,1056698
5/6/2020,216749,820682,276045,307554,224517,5091,7475,0,1037431,216749,1037431
6/6/2020,130908,505262,181673,192756,122133,3103,5597,0,636170,130908,636170
7/6/2020,86801,351145,128793,129787,85358,2244,4963,0,437946,86801,437946
8/6/2020,134217,480513,173203,185574,113163,3241,5332,0,614730,134217,614730
9/6/2020,220179,819515,265000,319091,222703,5202,7519,0,1039694,220179,1039694
10/6/2020,219928,837625,271903,322264,231050,5119,7289,0,1057553,219928,1057553
11/6/2020,220465,855991,276499,327955,238852,5144,7541,0,1076456,220465,1076456
12/6/2020,231202,852952,276616,331664,231154,5361,8157,0,1084154,231202,1084154
13/6/2020,144140,541846,190321,207656,134296,3289,6284,0,685986,144140,685986
14/6/2020,90710,372661,134424,139196,91302,2664,5075,0,463371,90710,463371
15/6/2020,211505,831036,268429,323049,226702,5565,7291,0,1042541,211505,1042541
16/6/2020,240916,884371,281584,347462,241523,5356,8446,0,1125287,240916,1125287
17/6/2020,234731,871084,276660,340077,239647,5757,8943,0,1105815,234731,1105815
18/6/2020,234169,885721,281217,346462,244433,5519,8090,0,1119890,234169,1119890
19/6/2020,234802,887927,283746,347992,241805,5814,8570,0,1122729,234802,1122729
20/6/2020,144302,557012,193803,215807,136921,3519,6962,0,701314,144302,701314
21/6/2020,94332,374510,132182,141883,92013,2957,5475,0,468842,94332,468842
22/6/2020,222651,817790,260176,320557,224187,5654,7216,0,1040441,222651,1040441
23/6/2020,234655,876446,281655,339384,242544,5522,7341,0,1111101,234655,1111101
24/6/2020,237768,875462,277719,339805,244310,5772,7856,0,1113230,237768,1113230
25/6/2020,245079,904135,287532,353076,250687,4215,8625,0,1149214,245079,1149214
26/6/2020,238153,920604,295478,360406,249745,5986,8989,0,1158757,238153,1158757
27/6/2020,152871,582061,201885,226012,143833,3781,6550,0,734932,152871,734932
28/6/2020,99432,399598,140530,150968,98572,3104,6424,0,499030,99432,499030
29/6/2020,240117,903385,285613,354210,248187,6310,9065,0,1143502,240117,1143502
30/6/2020,242178,924479,290078,365869,253458,6011,9063,0,1166657,242178,1166657
1/7/2020,234124,909838,285044,357342,252154,6610,8688,0,1143962,234124,1143962
2/7/2020,237343,937863,290940,372202,258798,6560,9363,0,1175206,237343,1175206
3/7/2020,236617,917671,290152,361322,250519,6740,8938,0,1154288,236617,1154288
4/7/2020,145565,557080,190812,215952,138588,4252,7476,0,702645,145565,702645
5/7/2020,94694,381838,131412,146678,94289,3398,6061,0,476532,94694,476532
6/7/2020,232470,885871,278962,349185,243024,6585,8115,0,1118341,232470,1118341
7/7/2020,228392,925025,277514,360981,271698,6814,8018,0,1153417,228392,1153417
8/7/2020,237253,953766,287638,368422,281634,7206,8866,0,1191019,237253,1191019
9/7/2020,236632,972856,298991,364488,292718,6807,9852,0,1209488,236632,1209488
10/7/2020,233713,942099,289858,364640,271286,7332,8983,0,1175812,233713,1175812
11/7/2020,146671,585409,195137,221283,156054,5433,7502,0,732080,146671,732080
12/7/2020,98512,405054,134910,150853,108661,4412,6218,0,503566,98512,503566
13/7/2020,232789,906702,278992,352397,259201,7257,8855,0,1139491,232789,1139491
14/7/2020,242602,947426,290322,369812,270863,6939,9490,0,1190028,242602,1190028
15/7/2020,234310,943013,285207,367665,272511,8006,9624,0,1177323,234310,1177323
16/7/2020,236256,954595,291867,371372,274876,7562,8918,0,1190851,236256,1190851
17/7/2020,233683,924212,287121,359113,260909,7907,9162,0,1157895,233683,1157895
18/7/2020,146877,569815,192231,217336,147456,5276,7516,0,716692,146877,716692
19/7/2020,100753,435835,150123,164757,109662,4850,6443,0,536588,100753,536588
20/7/2020,221219,858155,264651,334358,242804,7784,8558,0,1079374,221219,1079374
21/7/2020,235827,889934,271087,348987,252990,7147,9723,0,1125761,235827,1125761
22/7/2020,226348,876357,269150,340784,250440,7167,8816,0,1102705,226348,1102705
23/7/2020,227831,889409,273276,347703,252192,7091,9147,0,1117240,227831,1117240
24/7/2020,223530,870146,269750,339947,242353,8561,9535,0,1093676,223530,1093676
25/7/2020,144475,535842,181689,205519,135458,6103,7073,0,680317,144475,680317
26/7/2020,93948,375600,126350,140281,96016,5472,7481,0,469548,93948,469548
27/7/2020,211463,815853,253059,318575,227811,7813,8595,0,1027316,211463,1027316
28/7/2020,220975,835411,251986,331255,235610,7730,8830,0,1056386,220975,1056386
29/7/2020,212208,817624,247443,322660,232031,7077,8413,0,1029832,212208,1029832
30/7/2020,208037,813572,247793,320267,227729,6809,10974,0,1021609,208037,1021609
31/7/2020,197571,774836,240803,306158,213018,7057,7800,0,972407,197571,972407
1/8/2020,125235,475695,160387,184498,117789,5779,7242,0,600930,125235,600930
2/8/2020,86362,340662,115916,129388,85425,5247,4686,0,427024,86362,427024
3/8/2020,193351,718614,226000,282561,194239,7565,8249,0,911965,193351,911965
4/8/2020,192223,716027,222721,283690,194220,7415,7981,0,908250,192223,908250
5/8/2020,193846,690657,216707,271049,187511,7137,8253,0,884503,193846,884503
6/8/2020,187978,685389,215414,270144,184481,6988,8362,0,873367,187978,873367
7/8/2020,175358,647762,206749,253184,173087,7003,7739,0,823120,175358,823120
8/8/2020,113197,412492,143659,158930,99993,5498,4412,0,525689,113197,525689
9/8/2020,72525,296213,104516,108903,74289,4421,4084,0,368738,72525,368738
10/8/2020,164423,574446,188631,223663,149009,7353,5790,0,738869,164423,738869
11/8/2020,165965,573597,186496,223682,149799,6620,7000,0,739562,165965,739562
12/8/2020,153556,548175,178421,212658,144237,6217,6642,0,701731,153556,701731
13/8/2020,152323,532538,174167,206393,137833,6419,7726,0,684861,152323,684861
14/8/2020,141437,494926,165771,191729,124291,6545,6590,0,636363,141437,636363
15/8/2020,66650,246768,87411,92096,56649,4999,5613,0,313418,66650,313418
16/8/2020,70030,275060,95971,103707,64775,5023,5584,0,345090,70030,345090
17/8/2020,138031,488546,163184,188117,125900,5921,5424,0,626577,138031,626577
18/8/2020,144995,514317,167617,199435,133392,6115,7758,0,659312,144995,659312
19/8/2020,142973,510516,167361,198117,132621,5916,6501,0,653489,142973,653489
20/8/2020,151841,529340,173767,204739,137558,6113,7163,0,681181,151841,681181
21/8/2020,152622,528717,174138,204816,137112,6309,6342,0,681339,152622,681339
22/8/2020,109224,397163,137427,150903,96852,5409,6572,0,506387,109224,506387
23/8/2020,79004,309987,106944,115516,77870,4623,5034,0,388991,79004,388991
24/8/2020,165586,610256,196017,235948,164998,6120,7173,0,775842,165586,775842
25/8/2020,169152,638036,201939,248092,173380,5959,8666,0,807188,169152,807188
26/8/2020,172344,643895,203131,250444,177551,6369,6400,0,816239,172344,816239
27/8/2020,180750,667112,210760,258280,183873,6435,7764,0,847862,180750,847862
28/8/2020,181166,680897,214787,265702,185457,7178,7773,0,862063,181166,862063
29/8/2020,122828,471926,159351,181153,119195,5611,6616,0,594754,122828,594754
30/8/2020,76652,347018,117998,130081,88332,4874,5733,0,423670,76652,423670
31/8/2020,193944,736622,231313,286598,204250,7272,7189,0,930566,193944,930566
1/9/2020,204504,791624,246386,307387,222973,6788,8090,0,996128,204504,996128
2/9/2020,215578,807336,249192,314574,228756,6596,8218,0,1022914,215578,1022914
3/9/2020,216902,830464,256889,322437,235173,6782,9183,0,1047366,216902,1047366
4/9/2020,221425,837150,258805,325878,236385,7608,8474,0,1058575,221425,1058575
5/9/2020,142298,545969,181560,209774,142574,5858,6203,0,688267,142298,688267
6/9/2020,93706,396039,132061,148932,103636,5211,6199,0,489745,93706,489745
7/9/2020,231318,853352,262744,331684,243723,7587,7614,0,1084670,231318,1084670
8/9/2020,232916,876164,267352,340893,251873,7388,8658,0,1109080,232916,1109080
9/9/2020,230903,876379,267337,339542,254288,6972,8240,0,1107282,230903,1107282
10/9/2020,235522,900962,274676,350788,259800,6692,9006,0,1136484,235522,1136484
11/9/2020,235309,910110,277059,353624,262376,7419,9632,0,1145419,235309,1145419
12/9/2020,151927,585296,194476,223457,154569,5862,6932,0,737223,151927,737223
13/9/2020,99759,415118,137837,153475,113409,4951,5446,0,514877,99759,514877
14/9/2020,232486,867134,265870,332941,252248,7676,8399,0,1099620,232486,1099620
15/9/2020,245323,911202,279403,352025,263644,7217,8913,0,1156525,245323,1156525
16/9/2020,241773,905771,276412,348956,263647,7311,9445,0,1147544,241773,1147544
17/9/2020,243845,917689,279848,353694,267980,7283,8884,0,1161534,243845,1161534
18/9/2020,215568,832572,258078,320922,239077,6785,7710,0,1048140,215568,1048140
19/9/2020,121844,477413,161010,181446,126740,3973,4244,0,599257,121844,599257
20/9/2020,95577,412872,137863,153318,112996,4067,4628,0,508449,95577,508449
21/9/2020,235339,877055,271533,336556,254404,6901,7661,0,1112394,235339,1112394
22/9/2020,236797,874121,269291,336016,253671,6476,8667,0,1110918,236797,1110918
23/9/2020,237312,862056,266695,330191,250413,6453,8304,0,1099368,237312,1099368
24/9/2020,229861,867096,268248,333432,250749,6455,8212,0,1096957,229861,1096957
25/9/2020,238886,878313,272969,336969,252922,6959,8494,0,1117199,238886,1117199
26/9/2020,148508,564334,187720,214781,150186,4749,6898,0,712842,148508,712842
27/9/2020,96985,406406,136154,151783,109223,3845,5401,0,503391,96985,503391
28/9/2020,236768,838619,259971,322149,242315,6305,7879,0,1075387,236768,1075387
29/9/2020,241077,872475,269158,336899,251331,6733,8354,0,1113552,241077,1113552
30/9/2020,252670,884055,271684,340270,256985,6879,8237,0,1136725,252670,1136725
1/10/2020,238354,903277,278467,346981,262463,7023,8343,0,1141631,238354,1141631
2/10/2020,237692,895163,277644,342900,258222,7149,9248,0,1132855,237692,1132855
3/10/2020,152206,588010,195383,223079,156731,5147,7670,0,740216,152206,740216
4/10/2020,97731,410849,138136,153293,110317,4210,4893,0,508580,97731,508580
5/10/2020,235192,857169,264139,328411,249690,6492,8437,0,1092361,235192,1092361
6/10/2020,238738,876651,270511,338301,253473,6012,8354,0,1115389,238738,1115389
7/10/2020,221129,894355,268318,336252,274908,6968,7909,0,1115484,221129,1115484
8/10/2020,233795,887165,272156,339038,260628,6414,8929,0,1120960,233795,1120960
9/10/2020,239616,912065,280998,349425,266406,7165,8071,0,1151681,239616,1151681
10/10/2020,149122,607898,200525,231147,164202,5102,6922,0,757020,149122,757020
11/10/2020,98837,429775,144209,159726,116288,3878,5674,0,528612,98837,528612
12/10/2020,236810,881056,271767,335783,258930,6553,8023,0,1117866,236810,1117866
13/10/2020,216920,868991,263089,338202,254092,5575,8033,0,1085911,216920,1085911
14/10/2020,242239,910624,277256,350167,268221,6471,8509,0,1152863,242239,1152863
15/10/2020,197354,863059,265709,330671,253291,4657,8731,1,1060413,197355,1060414
16/10/2020,237570,932637,285283,358383,272495,7562,8914,416,1170207,237986,1170623
17/10/2020,143104,585625,191996,224207,158757,4952,5713,408,728729,143512,729137
18/10/2020,96610,438860,147453,163546,118192,4330,5339,298,535470,96908,535768
19/10/2020,233732,891768,275563,340713,260576,6940,7976,1677,1125500,235409,1127177
20/10/2020,235344,913693,281936,351513,266110,6292,7842,1863,1149037,237207,1150900
21/10/2020,228608,875904,267550,336805,258155,6088,7306,1797,1104512,230405,1106309
22/10/2020,230444,906312,278531,348827,265165,6366,7423,1860,1136756,232304,1138616
23/10/2020,234358,922696,285892,354452,266904,6836,8612,1991,1157054,236349,1159045
24/10/2020,149470,591755,195948,225185,158438,4663,7521,1956,741225,151426,743181
25/10/2020,100236,413758,138852,154231,111452,4035,5188,1075,513994,101311,515069
26/10/2020,231453,880173,275235,338807,252047,6552,7532,3113,1111626,234566,1114739
27/10/2020,236411,904128,281096,349260,258639,6098,9035,3255,1140539,239666,1143794
28/10/2020,66133,293714,97923,108299,81228,2978,3286,710,359847,66843,360557
29/10/2020,230708,884126,275300,340389,255017,6131,7289,3116,1114834,233824,1117950
30/10/2020,232793,893597,280250,344135,255184,5991,8037,3264,1126390,236057,1129654
31/10/2020,147836,586548,195223,223973,156412,4222,6718,1771,734384,149607,736155
1/11/2020,93243,410076,138209,153265,109582,3929,5091,1040,503319,94283,504359
2/11/2020,231148,893262,278058,344730,257489,6131,6854,3147,1124410,234295,1127557
3/11/2020,218349,807782,254833,311287,228370,5339,7953,3135,1026131,221484,1029266
4/11/2020,216686,793716,250009,304731,226650,5383,6943,3286,1010402,219972,1013688
5/11/2020,230551,874305,275286,339632,246592,5590,7205,3636,1104856,234187,1108492
6/11/2020,221258,979550,308102,386446,270617,6141,8244,3546,1200808,224804,1204354
7/11/2020,66899,184398,65486,65444,48689,1683,3096,857,251297,67756,252154
8/11/2020,34729,117333,42500,40431,31604,1397,1401,423,152062,35152,152485
